Cert_ID,St_ID,Platform,Cost,Duration,Date
12042,15217,Coursera,24.04,9,3/29/2023
12043,15220,FutureLearn,8.51,15,3/6/2022
12044,15222,edX,19.93,8,12/12/2023
12045,15223,edX,14.24,8,2/23/2023
12046,15224,edX,7.14,1,11/8/2024
12047,15225,FutureLearn,18.79,5,6/22/2021
12048,15226,Coursera,17.78,7,9/13/2024
12049,15227,Coursera,11.06,14,10/31/2021
12050,15229,edX,23.89,4,5/4/2023
12051,15230,FutureLearn,5,8,8/1/2022
12052,15231,Udemy,22.33,7,1/25/2024
12053,15232,edX,0.1,5,9/8/2024
12054,15234,Udemy,6.96,11,11/22/2021
12055,15235,edX,3.06,11,6/19/2021
12056,15237,LinkedIn Learning,6.82,4,11/8/2022
12057,15238,Udemy,10.28,9,4/21/2020
12058,15240,edX,8.23,10,10/1/2020
12059,15242,edX,9.29,3,11/22/2024
12060,15243,FutureLearn,17.18,7,10/9/2024
12061,15245,FutureLearn,13.12,15,12/31/2021
12062,15246,FutureLearn,4.22,8,12/24/2021
12063,15248,LinkedIn Learning,2.35,15,6/27/2022
12064,15249,Udemy,22.72,6,9/12/2023
12065,15251,edX,22.71,5,11/21/2023
12066,15252,Coursera,18.75,6,4/20/2020
12067,15253,edX,5.81,14,3/13/2022
12068,15255,FutureLearn,21.02,13,6/12/2021
12069,15256,Udemy,13.42,9,3/4/2021
12070,15257,Udemy,19.96,14,4/7/2021
12071,15258,Coursera,7.59,6,3/27/2020
12072,15259,Coursera,1.61,3,8/7/2022
12073,15262,FutureLearn,9.13,13,12/31/2022
12074,15263,edX,1.1,14,9/5/2021
12075,15264,Udemy,0.75,2,8/12/2020
12076,15265,edX,23.91,11,9/26/2022
12077,15266,LinkedIn Learning,18.59,12,8/14/2023
12078,15267,Udemy,11.62,1,10/13/2021
12079,15270,LinkedIn Learning,7.54,5,4/23/2022
12080,15271,edX,3.9,11,11/19/2022
12081,15274,edX,0.56,1,3/21/2020
12082,15277,Udemy,6.86,10,4/29/2023
12083,15278,Coursera,14.26,11,6/20/2022
12084,15279,FutureLearn,14.1,11,7/21/2024
12085,15283,FutureLearn,3.93,4,11/12/2020
12086,15284,edX,23.76,4,10/19/2023
12087,15285,Udemy,2.85,13,4/1/2024
12088,15286,Coursera,3.31,3,8/21/2021
12089,15288,Udemy,10.76,1,8/16/2020
12090,15289,Udemy,4.94,14,3/14/2022
12091,15290,LinkedIn Learning,17.52,15,2/7/2021
12092,15291,Coursera,17.81,14,5/16/2023
12093,15292,FutureLearn,14.58,13,3/4/2023
12094,15293,Coursera,8.17,3,6/28/2020
12095,15294,Coursera,24.27,8,6/26/2023
12096,15295,FutureLearn,9.98,3,5/21/2020
12097,15296,Coursera,14.37,11,9/24/2024
12098,15297,Udemy,1.25,6,12/17/2020
12099,15298,Coursera,1.98,11,5/15/2023
12100,15299,FutureLearn,20.97,11,5/29/2021
12101,15305,LinkedIn Learning,3.18,9,4/1/2022
12102,15306,LinkedIn Learning,15.31,1,4/22/2024
12103,15307,LinkedIn Learning,19.18,2,12/7/2022
12104,15308,LinkedIn Learning,6.61,13,6/28/2023
12105,15311,edX,15.29,6,5/30/2024
12106,15313,FutureLearn,17.46,12,7/22/2021
12107,15314,Udemy,9.7,11,6/15/2022
12108,15316,LinkedIn Learning,8.43,12,7/9/2021
12109,15317,Udemy,18.04,8,7/16/2024
12110,15320,edX,8.24,3,7/11/2023
12111,15321,Udemy,16.77,9,7/24/2024
12112,15322,Udemy,2.82,14,2/6/2020
12113,15323,edX,2.1,7,7/30/2020
12114,15324,edX,14.89,10,10/21/2021
12115,15326,Coursera,14.02,3,6/19/2020
12116,15328,FutureLearn,2.92,3,3/30/2021
12117,15330,FutureLearn,16.87,4,2/25/2020
12118,15331,Udemy,5.83,1,10/2/2023
12119,15332,Coursera,17.16,8,10/29/2022
12120,15333,Coursera,11.85,12,1/26/2021
12121,15335,FutureLearn,21.51,11,8/25/2020
12122,15336,Udemy,23.96,6,11/24/2021
12123,15338,LinkedIn Learning,3.49,4,1/10/2021
12124,15339,LinkedIn Learning,5.75,4,3/31/2022
12125,15340,edX,11.67,8,10/7/2021
12126,15342,FutureLearn,16.54,15,8/31/2022
12127,15343,FutureLearn,0.01,3,1/31/2020
12128,15344,FutureLearn,21.25,10,4/8/2021
12129,15345,FutureLearn,7.28,16,11/28/2021
12130,15346,Udemy,17.66,14,3/2/2021
12131,15347,Coursera,17.76,1,12/10/2023
12132,15348,LinkedIn Learning,22.1,6,12/13/2024
12133,15350,Coursera,12.72,4,10/15/2020
12134,15353,LinkedIn Learning,0.34,8,5/6/2020
12135,15354,edX,2.26,9,5/20/2020
12136,15355,Udemy,24.55,11,7/31/2022
12137,15356,FutureLearn,1.73,14,12/2/2023
12138,15358,FutureLearn,13.15,8,8/4/2023
12139,15359,FutureLearn,8.44,3,10/10/2024
12140,15361,Coursera,14.29,6,6/10/2020
12141,15363,Udemy,3.98,6,10/30/2020
12142,15364,Coursera,13.53,7,2/8/2024
12143,15365,Coursera,13.99,2,1/31/2022
12144,15366,Udemy,7.61,1,6/24/2021
12145,15368,FutureLearn,12.46,4,11/29/2023
12146,15371,Udemy,7.24,7,6/4/2022
12147,15372,Coursera,12.71,11,4/5/2020
12148,15377,edX,22.56,10,6/21/2024
12149,15378,Coursera,19.44,1,1/12/2021
12150,15379,Udemy,10.66,5,9/17/2024
12151,15380,FutureLearn,14.59,12,10/13/2024
12152,15382,Udemy,0.66,16,8/17/2022
12153,15383,Udemy,17.1,2,2/17/2020
12154,15386,Coursera,5.5,6,10/3/2023
12155,15388,Udemy,20.87,10,6/24/2024
12156,15389,Udemy,14.3,4,7/2/2022
12157,15390,Udemy,16.14,12,8/4/2022
12158,15391,Udemy,17.71,15,1/30/2020
12159,15394,edX,4.39,14,6/20/2022
12160,15396,LinkedIn Learning,16.44,11,12/19/2024
12161,15397,Coursera,1.44,3,11/26/2021
12162,15398,LinkedIn Learning,1.9,4,5/27/2022
12163,15399,Coursera,2.82,10,8/27/2023
12164,15401,FutureLearn,15.16,11,11/29/2023
12165,15402,Udemy,14.46,8,2/25/2024
12166,15404,Udemy,2.96,3,4/4/2020
12167,15405,Udemy,6.99,10,2/12/2022
12168,15407,LinkedIn Learning,22.12,14,9/28/2021
12169,15408,Udemy,16.37,2,7/16/2020
12170,15409,Udemy,5.4,4,10/7/2021
12171,15410,LinkedIn Learning,12.96,11,6/12/2024
12172,15412,LinkedIn Learning,6.87,16,7/11/2021
12173,15414,LinkedIn Learning,5.52,15,7/3/2023
12174,15416,edX,14.35,12,8/30/2020
12175,15417,edX,10.85,12,10/19/2020
12176,15418,edX,0.77,14,7/20/2021
12177,15419,edX,1.92,1,5/19/2022
12178,15420,LinkedIn Learning,9.52,13,3/10/2021
12179,15421,LinkedIn Learning,18.75,8,5/17/2023
12180,15422,Udemy,22.68,4,6/10/2022
12181,15424,FutureLearn,13.37,3,5/7/2023
12182,15425,Coursera,10.96,9,2/7/2022
12183,15426,edX,16.51,14,6/3/2020
12184,15427,Coursera,8.71,8,3/9/2023
12185,15428,Coursera,7.42,16,10/5/2024
12186,15429,Coursera,19.97,6,4/25/2021
12187,15431,FutureLearn,2.92,14,9/25/2022
12188,15432,Coursera,10.71,9,11/16/2021
12189,15434,edX,19.31,8,12/25/2020
12190,15435,FutureLearn,20.93,15,7/3/2023
12191,15436,edX,21.64,1,8/2/2024
12192,15438,FutureLearn,8.97,4,2/9/2023
12193,15439,FutureLearn,16.75,2,5/5/2023
12194,15440,Udemy,18.41,9,3/14/2024
12195,15441,Udemy,21.91,5,2/18/2024
12196,15442,Udemy,22.37,6,4/26/2024
12197,15446,Coursera,20.67,7,3/17/2022
12198,15448,edX,17.72,7,3/3/2024
12199,15451,LinkedIn Learning,2.44,12,7/3/2021
12200,15452,FutureLearn,2.08,8,11/30/2021
12201,15454,LinkedIn Learning,18.65,14,12/20/2023
12202,15456,Coursera,17.27,9,10/15/2023
12203,15457,Coursera,11.6,16,7/15/2023
12204,15459,LinkedIn Learning,22.81,5,3/10/2021
12205,15461,Udemy,11.61,16,1/14/2023
12206,15462,LinkedIn Learning,21.19,16,10/4/2022
12207,15463,FutureLearn,10.36,1,11/29/2024
12208,15464,LinkedIn Learning,4.59,14,4/11/2023
12209,15465,Coursera,2.27,7,10/14/2022
12210,15467,edX,22.93,4,8/17/2022
12211,15469,Udemy,21.02,1,2/21/2022
12212,15470,FutureLearn,2.45,9,5/29/2021
12213,15472,Udemy,9.22,1,8/1/2021
12214,15473,Coursera,23.03,14,2/19/2022
12215,15478,Coursera,9.48,10,6/13/2021
12216,15479,LinkedIn Learning,24.87,12,6/16/2023
12217,15480,Udemy,21.38,6,11/14/2024
12218,15481,Udemy,0.98,7,3/13/2024
12219,15483,Udemy,10.9,9,4/1/2021
12220,15485,LinkedIn Learning,16.59,13,5/28/2022
12221,15488,Coursera,13.13,7,7/21/2023
12222,15490,edX,17.86,4,7/6/2023
12223,15492,LinkedIn Learning,10.03,2,4/16/2021
12224,15493,FutureLearn,14.75,4,8/23/2020
12225,15496,FutureLearn,3.79,12,9/16/2022
12226,15499,FutureLearn,0.93,13,1/16/2021
12227,15501,LinkedIn Learning,13.68,7,3/16/2020
12228,15502,LinkedIn Learning,5.47,5,12/19/2020
12229,15503,LinkedIn Learning,6.38,16,2/23/2024
12230,15507,FutureLearn,22.14,14,3/14/2022
12231,15512,FutureLearn,23.59,5,6/2/2022
12232,15515,Udemy,5.05,1,5/26/2022
12233,15516,LinkedIn Learning,19.91,15,10/22/2023
12234,15517,FutureLearn,16.69,5,6/24/2023
12235,15518,edX,14.22,1,12/13/2021
12236,15520,edX,22.8,16,4/10/2023
12237,15521,Coursera,7.78,16,8/11/2021
12238,15522,LinkedIn Learning,8.04,14,1/18/2024
12239,15524,FutureLearn,14.06,7,4/25/2021
12240,15525,Udemy,8.15,11,1/7/2024
12241,15526,FutureLearn,12.25,6,10/18/2020
12242,15527,edX,18.41,3,5/13/2020
12243,15529,edX,18.45,10,3/11/2020
12244,15530,edX,1.56,2,5/7/2021
12245,15531,LinkedIn Learning,13.06,15,6/10/2020
12246,15533,Coursera,6.47,2,3/5/2024
12247,15534,Udemy,1.83,7,4/23/2024
12248,15535,Coursera,13.95,3,11/12/2023
12249,15536,edX,12.73,14,5/10/2021
12250,15538,Udemy,4.15,1,5/6/2020
12251,15540,Coursera,17.55,16,1/27/2024
12252,15542,LinkedIn Learning,1.25,16,8/31/2022
12253,15544,LinkedIn Learning,24.63,2,5/22/2021
12254,15545,edX,11.42,6,3/16/2021
12255,15546,FutureLearn,4.25,15,1/26/2021
12256,15548,Coursera,4.03,14,3/10/2022
12257,15549,FutureLearn,6.62,15,11/1/2021
12258,15550,LinkedIn Learning,20.06,7,12/30/2022
12259,15551,edX,7.1,4,3/7/2020
12260,15552,edX,8.54,15,1/19/2024
12261,15555,Coursera,20.06,3,7/16/2024
12262,15556,Udemy,22.41,14,8/24/2021
12263,15560,Udemy,12.91,9,8/18/2022
12264,15562,LinkedIn Learning,4.45,9,3/26/2022
12265,15563,edX,2.2,12,5/8/2021
12266,15564,FutureLearn,5.71,7,1/8/2023
12267,15565,Coursera,18.89,7,7/13/2024
12268,15566,Coursera,4.98,6,5/3/2020
12269,15567,Coursera,4.82,13,5/23/2023
12270,15571,Udemy,17.38,7,1/11/2024
12271,15572,Coursera,13.53,6,5/2/2021
12272,15573,FutureLearn,12.18,4,5/7/2022
12273,15575,Udemy,17.32,12,12/29/2021
12274,15576,edX,14.45,1,8/9/2024
12275,15577,FutureLearn,21.97,14,2/1/2024
12276,15579,Udemy,13.06,9,2/23/2023
12277,15581,FutureLearn,24.3,3,8/27/2022
12278,15582,LinkedIn Learning,18.24,14,11/28/2022
12279,15583,LinkedIn Learning,19.99,7,2/1/2023
12280,15584,LinkedIn Learning,16.3,1,6/29/2022
12281,15585,FutureLearn,11.34,15,7/1/2020
12282,15586,LinkedIn Learning,5.36,15,12/11/2024
12283,15587,FutureLearn,20.09,13,10/17/2021
12284,15588,FutureLearn,16.72,15,5/27/2024
12285,15589,edX,21.7,5,11/25/2024
12286,15590,FutureLearn,21.36,2,3/22/2023
12287,15591,Coursera,10.43,7,4/1/2021
12288,15592,FutureLearn,1.26,5,4/7/2020
12289,15593,FutureLearn,9.69,6,1/28/2021
12290,15594,Coursera,19.98,12,2/29/2024
12291,15595,FutureLearn,12.7,9,4/20/2021
12292,15596,Coursera,21.03,13,7/11/2024
12293,15597,Udemy,14.24,8,10/10/2021
12294,15598,LinkedIn Learning,7.19,14,6/12/2020
12295,15600,LinkedIn Learning,21.9,6,9/28/2023
12296,15604,FutureLearn,10.39,4,11/7/2024
12297,15606,LinkedIn Learning,22.95,16,6/15/2023
12298,15608,edX,21.7,13,11/4/2021
12299,15609,Coursera,1.68,13,3/6/2023
12300,15610,LinkedIn Learning,4.26,14,8/13/2022
12301,15611,Coursera,23.15,12,6/12/2021
12302,15612,Coursera,12.17,15,8/16/2022
12303,15613,FutureLearn,7.37,3,1/29/2020
12304,15616,Udemy,16.59,7,6/25/2022
12305,15618,FutureLearn,20.85,16,2/18/2021
12306,15619,FutureLearn,7.28,10,9/2/2024
12307,15620,FutureLearn,6.47,9,10/1/2024
12308,15621,Coursera,1.54,16,5/13/2021
12309,15622,Coursera,11.07,15,1/13/2024
12310,15623,Udemy,19.91,10,6/22/2020
12311,15625,Udemy,17.5,1,4/19/2022
12312,15629,edX,0.02,2,1/16/2024
12313,15630,edX,0.45,15,1/18/2024
12314,15632,Coursera,15.18,6,6/10/2023
12315,15633,FutureLearn,8.67,3,10/18/2024
12316,15635,Udemy,22.11,10,8/31/2020
12317,15636,Coursera,15.02,3,4/13/2021
12318,15637,FutureLearn,12.37,4,11/28/2022
12319,15641,FutureLearn,0.45,9,11/19/2022
12320,15642,Udemy,5.53,14,8/25/2023
12321,15643,FutureLearn,0.72,3,3/3/2024
12322,15644,LinkedIn Learning,6.85,7,7/13/2021
12323,15645,Coursera,18.05,1,12/5/2022
12324,15647,edX,15.4,3,8/25/2021
12325,15648,FutureLearn,13.15,7,5/2/2023
12326,15650,Coursera,22.29,8,1/19/2024
12327,15651,LinkedIn Learning,8.36,7,7/23/2020
12328,15652,Udemy,8.21,2,3/3/2024
12329,15653,LinkedIn Learning,15.37,15,5/22/2020
12330,15654,Coursera,15.38,3,4/6/2022
12331,15655,Udemy,23.68,11,7/21/2022
12332,15658,LinkedIn Learning,0.28,15,8/11/2021
12333,15659,FutureLearn,15.62,12,7/27/2023
12334,15662,Coursera,10.92,12,6/8/2024
12335,15664,FutureLearn,10.72,15,5/24/2024
12336,15665,Coursera,10.61,7,10/19/2020
12337,15666,edX,6.87,1,2/22/2024
12338,15668,Udemy,5.96,1,10/17/2024
12339,15669,LinkedIn Learning,1.75,5,6/3/2022
12340,15670,LinkedIn Learning,3.12,4,4/11/2020
12341,15671,edX,13.99,1,3/21/2020
12342,15672,LinkedIn Learning,14,16,3/28/2021
12343,15673,Coursera,7.49,4,10/13/2020
12344,15674,edX,20.45,9,10/12/2023
12345,15676,FutureLearn,2.47,3,6/29/2020
12346,15677,LinkedIn Learning,0.47,8,3/10/2022
12347,15679,Coursera,8.58,13,2/7/2023
12348,15681,Udemy,21.83,12,1/29/2020
12349,15682,LinkedIn Learning,18.41,11,1/6/2022
12350,15683,FutureLearn,16.81,11,7/27/2021
12351,15684,edX,18.82,3,3/8/2022
12352,15685,edX,16.26,15,10/3/2024
12353,15686,Udemy,11.06,4,5/27/2024
12354,15687,Udemy,21.56,2,7/17/2021
12355,15690,edX,10.32,4,8/6/2020
12356,15691,LinkedIn Learning,2.26,7,12/18/2022
12357,15692,Udemy,16.83,5,9/15/2024
12358,15694,Coursera,24.66,12,1/18/2021
12359,15696,FutureLearn,19.59,4,2/9/2024
12360,15698,FutureLearn,19.34,3,7/18/2024
12361,15699,FutureLearn,16.48,8,11/11/2021
12362,15701,FutureLearn,5.45,8,6/2/2024
12363,15705,Coursera,3.27,12,8/7/2023
12364,15706,edX,19.12,5,6/5/2022
12365,15707,edX,22.5,2,12/17/2022
12366,15708,LinkedIn Learning,13.17,14,3/20/2022
12367,15709,Coursera,3.63,5,8/10/2022
12368,15710,Udemy,16.95,15,10/8/2024
12369,15711,Udemy,23.35,12,4/2/2024
12370,15712,Coursera,10.71,6,12/12/2022
12371,15713,LinkedIn Learning,0.83,10,9/4/2021
12372,15715,Udemy,6.84,2,9/26/2021
12373,15717,edX,1.13,14,9/29/2022
12374,15718,edX,18.94,16,9/5/2022
12375,15719,Udemy,20.05,16,1/30/2024
12376,15720,Coursera,14.16,15,2/15/2022
12377,15721,Udemy,16.81,5,9/19/2024
12378,15723,edX,17.07,1,11/8/2022
12379,15725,edX,4.28,6,12/5/2021
12380,15726,LinkedIn Learning,6.12,8,3/26/2022
12381,15727,Udemy,19.89,6,11/3/2021
12382,15728,Udemy,21.4,13,3/1/2021
12383,15729,FutureLearn,15.18,8,2/25/2023
12384,15730,FutureLearn,21.54,15,4/3/2024
12385,15731,LinkedIn Learning,1.55,10,12/10/2023
12386,15732,FutureLearn,7.99,12,11/15/2020
12387,15733,LinkedIn Learning,24.14,16,3/13/2022
12388,15735,Coursera,21.77,7,8/15/2024
12389,15737,FutureLearn,7.01,4,7/5/2022
12390,15738,LinkedIn Learning,1.61,9,4/4/2023
12391,15741,Udemy,6.24,16,9/10/2023
12392,15742,FutureLearn,0.46,1,1/2/2022
12393,15743,FutureLearn,19.77,4,8/2/2020
12394,15744,Udemy,13.3,12,6/22/2021
12395,15745,Udemy,17.37,2,8/2/2024
12396,15746,LinkedIn Learning,7.26,13,9/23/2023
12397,15747,Coursera,6.83,7,1/27/2024
12398,15748,Coursera,20.64,4,2/4/2020
12399,15749,edX,14.94,14,4/8/2020
12400,15750,LinkedIn Learning,6.88,1,9/18/2020
12401,15751,Coursera,2.1,15,2/19/2023
12402,15752,FutureLearn,18.25,13,9/11/2022
12403,15753,FutureLearn,15.14,10,5/12/2024
12404,15754,Udemy,12.51,7,12/25/2022
12405,15755,FutureLearn,0.73,14,12/10/2021
12406,15756,Udemy,21.33,9,7/11/2021
12407,15758,Udemy,3.29,4,12/2/2021
12408,15760,Udemy,23.39,10,12/16/2024
12409,15761,LinkedIn Learning,8.17,10,3/8/2022
12410,15762,FutureLearn,21.82,11,6/13/2022
12411,15763,Udemy,3.84,3,5/4/2023
12412,15764,Coursera,18.75,8,8/15/2020
12413,15766,Udemy,17.78,2,10/23/2020
12414,15768,Udemy,8.01,13,4/15/2022
12415,15771,FutureLearn,8.04,6,4/6/2022
12416,15772,Udemy,7.3,11,10/12/2023
12417,15773,Coursera,10.19,11,1/5/2021
12418,15774,edX,17.01,15,8/8/2024
12419,15775,LinkedIn Learning,2.78,2,3/22/2024
12420,15776,Coursera,17.16,9,5/31/2021
12421,15778,Udemy,11.22,3,12/17/2020
12422,15781,edX,3.81,11,9/26/2024
12423,15783,Udemy,8.03,16,11/19/2022
12424,15784,edX,5.72,5,10/25/2021
12425,15785,LinkedIn Learning,7.95,16,1/15/2020
12426,15786,edX,11.27,5,10/22/2021
12427,15791,FutureLearn,22.3,16,3/30/2022
12428,15793,Coursera,0.93,4,8/22/2023
12429,15794,Udemy,13.02,2,7/2/2023
12430,15795,FutureLearn,9.38,4,11/24/2024
12431,15796,LinkedIn Learning,16.64,2,3/14/2020
12432,15798,edX,0.39,2,3/30/2020
12433,15801,LinkedIn Learning,7.83,1,6/11/2023
12434,15802,edX,20.93,9,11/29/2021
12435,15803,Udemy,2.54,4,2/27/2020
12436,15804,LinkedIn Learning,21.18,16,6/27/2023
12437,15807,LinkedIn Learning,12.34,10,10/8/2024
12438,15808,Udemy,9.3,3,7/31/2024
12439,15809,edX,4.91,1,12/3/2021
12440,15810,Udemy,6.51,11,1/1/2020
12441,15811,Udemy,18.98,1,2/20/2023
12442,15813,FutureLearn,21.74,1,7/7/2022
12443,15814,edX,17.36,6,10/5/2023
12444,15816,FutureLearn,6.98,7,10/15/2024
12445,15817,Udemy,10.73,15,1/7/2020
12446,15819,FutureLearn,1.86,4,6/25/2021
12447,15820,FutureLearn,1.42,6,5/16/2022
12448,15823,FutureLearn,20.48,10,3/19/2022
12449,15825,FutureLearn,20.9,13,9/12/2021
12450,15826,Coursera,22.16,9,1/4/2024
12451,15828,Udemy,11.44,6,6/30/2021
12452,15829,LinkedIn Learning,7.27,1,8/3/2020
12453,15830,Coursera,6.84,12,9/27/2024
12454,15833,LinkedIn Learning,24.57,13,5/24/2024
12455,15834,edX,0.63,2,5/23/2020
12456,15835,Coursera,5.4,1,8/25/2021
12457,15836,Udemy,21.32,1,2/6/2022
12458,15837,edX,8.87,8,5/28/2021
12459,15838,Udemy,16.4,7,8/16/2021
12460,15839,Coursera,13.16,6,3/21/2024
12461,15842,FutureLearn,10.6,12,6/30/2023
12462,15844,Udemy,13.05,8,2/26/2023
12463,15845,FutureLearn,0.98,10,2/4/2023
12464,15846,Udemy,9.57,11,10/28/2020
12465,15848,FutureLearn,14.45,8,1/2/2022
12466,15849,edX,11.78,14,12/28/2021
12467,15850,LinkedIn Learning,13.7,15,4/19/2020
12468,15851,Coursera,3.95,4,9/23/2020
12469,15852,Coursera,9.74,11,2/17/2022
12470,15853,FutureLearn,17.72,2,10/29/2021
12471,15856,Coursera,8.99,6,4/27/2024
12472,15857,Coursera,13.63,6,2/5/2024
12473,15858,edX,7.22,16,10/23/2020
12474,15860,Udemy,1.68,6,11/25/2023
12475,15862,Udemy,21.65,10,2/24/2024
12476,15863,Udemy,4.23,1,1/28/2024
12477,15864,edX,24.98,8,6/15/2024
12478,15865,FutureLearn,22.7,6,1/19/2024
12479,15866,Coursera,5.42,7,10/15/2024
12480,15867,Udemy,21.64,2,1/10/2024
12481,15869,LinkedIn Learning,5.77,1,8/15/2024
12482,15872,edX,17.25,6,2/24/2021
12483,15873,LinkedIn Learning,15.12,3,8/22/2020
12484,15876,Coursera,13.01,11,3/21/2024
12485,15877,edX,1.06,10,8/24/2024
12486,15880,FutureLearn,5.45,12,9/25/2020
12487,15882,LinkedIn Learning,10.15,10,11/12/2021
12488,15883,FutureLearn,8.43,15,6/13/2023
12489,15885,FutureLearn,9.71,16,3/21/2023
12490,15886,Coursera,12.13,1,1/17/2021
12491,15887,edX,18.14,9,3/14/2021
12492,15889,LinkedIn Learning,3.14,4,8/13/2020
12493,15890,Coursera,5.19,8,12/20/2024
12494,15891,Coursera,24.07,3,9/7/2023
12495,15892,FutureLearn,8.26,16,11/12/2023
12496,15893,edX,19.53,3,8/13/2020
12497,15895,Udemy,20.29,14,9/21/2023
12498,15896,edX,2,2,1/28/2021
12499,15897,FutureLearn,1.23,5,1/10/2020
12500,15898,Coursera,18.58,11,6/5/2023
12501,15899,edX,24.45,2,7/27/2020
12502,15900,Udemy,0.91,9,8/5/2020
12503,15901,Coursera,8.79,5,4/27/2024
12504,15903,LinkedIn Learning,1.41,6,12/24/2022
12505,15904,edX,16.23,12,8/12/2024
12506,15905,LinkedIn Learning,4.92,11,5/28/2024
12507,15906,Udemy,7.37,11,1/4/2020
12508,15907,Udemy,17.61,14,5/11/2022
12509,15908,FutureLearn,2.14,7,12/24/2021
12510,15909,FutureLearn,13.79,7,10/29/2024
12511,15910,edX,22.85,11,12/28/2023
12512,15911,edX,17.81,4,2/11/2024
12513,15913,LinkedIn Learning,9.86,4,3/2/2021
12514,15914,LinkedIn Learning,19.48,4,12/16/2022
12515,15915,edX,20.57,15,9/25/2020
12516,15916,FutureLearn,13.21,3,3/2/2020
12517,15917,LinkedIn Learning,17.52,16,6/12/2021
12518,15918,Udemy,14.16,13,12/16/2022
12519,15921,edX,4.67,10,1/17/2020
12520,15922,Udemy,5.45,7,9/9/2020
12521,15925,LinkedIn Learning,12.66,2,5/11/2021
12522,15927,Udemy,9.43,9,8/15/2023
12523,15928,Coursera,20.75,16,3/2/2021
12524,15930,Coursera,9.07,6,1/19/2020
12525,15931,edX,23.36,15,10/19/2023
12526,15932,FutureLearn,9.66,11,3/31/2020
12527,15933,FutureLearn,17.99,11,11/22/2022
12528,15934,LinkedIn Learning,10.34,4,2/5/2024
12529,15935,edX,22.8,10,10/14/2023
12530,15937,Udemy,19.91,1,8/7/2022
12531,15938,FutureLearn,4.87,10,4/19/2021
12532,15939,FutureLearn,9.43,15,8/23/2022
12533,15941,edX,20.74,2,9/22/2020
12534,15943,Coursera,7.79,15,7/17/2021
12535,15944,Udemy,11.21,12,8/1/2024
12536,15945,Coursera,12.75,11,8/19/2022
12537,15946,edX,5.1,14,10/13/2020
12538,15947,Coursera,6.5,3,6/15/2020
12539,15949,LinkedIn Learning,20.81,2,9/1/2022
12540,15952,edX,0.59,8,1/7/2021
12541,15953,LinkedIn Learning,10.99,7,11/24/2022
12542,15954,FutureLearn,1.93,14,12/30/2024
12543,15956,edX,12.48,9,1/7/2021
12544,15959,edX,16.88,1,5/13/2020
12545,15960,edX,0.94,15,6/11/2020
12546,15962,Udemy,10.92,13,11/6/2020
12547,15963,FutureLearn,5.02,9,10/25/2023
12548,15964,Coursera,8.64,9,12/3/2020
12549,15965,FutureLearn,22.53,2,8/2/2023
12550,15970,Coursera,16.45,8,9/12/2022
12551,15971,edX,13.76,10,4/29/2021
12552,15974,Coursera,16.76,7,2/9/2022
12553,15975,Udemy,12.56,9,11/18/2021
12554,15976,FutureLearn,20.82,2,1/27/2024
12555,15977,Coursera,3.64,11,4/15/2024
12556,15978,LinkedIn Learning,12.96,5,6/18/2021
12557,15982,LinkedIn Learning,23.82,16,3/8/2022
12558,15983,Udemy,20.61,10,5/25/2022
12559,15984,Udemy,19.6,6,5/21/2021
12560,15986,LinkedIn Learning,18.36,4,5/20/2020
12561,15987,FutureLearn,21.54,10,11/25/2020
12562,15988,edX,7.7,5,9/28/2021
12563,15989,FutureLearn,1.08,15,5/30/2023
12564,15992,Udemy,10.64,5,9/14/2020
12565,15993,edX,19.57,9,8/9/2024
12566,15994,edX,3.89,6,1/17/2023
12567,15996,edX,23.6,8,1/18/2024
12568,15997,edX,2.87,13,4/17/2024
12569,15998,Coursera,18.42,12,12/19/2023
12570,15999,Udemy,15.09,4,12/8/2020
12571,16000,Coursera,16.22,6,2/8/2023
12572,16001,Coursera,6.26,5,8/18/2023
12573,16002,LinkedIn Learning,6.25,2,11/23/2023
12574,16003,edX,5.93,5,5/6/2020
12575,16004,LinkedIn Learning,14.56,1,5/13/2023
12576,16005,Coursera,0.1,14,11/28/2024
12577,16006,LinkedIn Learning,15.29,14,5/27/2024
12578,16007,FutureLearn,2.94,16,7/8/2020
12579,16008,Coursera,18.26,10,4/9/2021
12580,16009,Udemy,22.63,12,2/13/2022
12581,16010,edX,21.56,2,8/27/2024
12582,16011,FutureLearn,21.43,7,12/3/2023
12583,16012,Udemy,12.52,5,11/13/2021
12584,16016,LinkedIn Learning,8.43,14,5/7/2021
12585,16018,Coursera,15.07,9,8/7/2023
12586,16020,Coursera,10.44,11,9/20/2020
12587,16021,Udemy,6.1,11,5/19/2020
12588,16024,Coursera,24.87,1,6/24/2020
12589,16025,FutureLearn,19.07,4,12/15/2022
12590,16027,Coursera,6.4,2,11/29/2022
12591,16028,FutureLearn,17.33,6,5/25/2024
12592,16029,Coursera,10.42,16,12/25/2021
12593,16031,Coursera,17.75,1,8/5/2024
12594,16032,edX,6.15,3,6/25/2021
12595,16034,Udemy,16.37,1,5/4/2024
12596,16035,Coursera,24.66,6,3/5/2021
12597,16036,Udemy,22.42,11,3/26/2021
12598,16038,Coursera,13.33,8,9/27/2024
12599,16039,FutureLearn,0.39,7,7/9/2021
12600,16040,Coursera,11.98,2,6/22/2021
12601,16041,LinkedIn Learning,14.97,13,3/10/2020
