St_ID,Exam_ID,Ques_ID,Student_Answer,Is_Correct
40335,525,205,C,1
40335,525,776,A,0
40335,525,930,D,1
19443,537,656,C,1
19443,537,572,A,1
19443,537,450,D,1
19443,537,727,B,1
19443,537,1024,B,0
19443,537,220,D,0
19443,537,879,D,1
19443,537,296,C,0
19443,537,652,B,1
3016,813,509,B,0
3016,813,514,D,1
3016,813,1068,C,1
3016,813,568,B,1
3016,813,317,B,1
3016,813,690,C,1
3016,813,715,B,1
3016,813,542,A,1
3016,813,832,A,1
3016,813,412,D,1
3016,813,1063,A,1
1086,963,484,C,1
1086,963,257,C,0
1086,963,31,B,1
1086,963,747,D,1
1086,963,806,B,0
1086,963,787,D,1
1086,963,1121,A,1
1086,963,1110,D,1
1086,963,378,D,1
1086,963,930,D,1
26173,725,892,A,1
26173,725,262,C,1
26173,725,343,B,0
26173,725,1053,D,1
26173,725,485,B,0
26173,725,528,B,1
26173,725,460,C,1
26173,725,286,A,1
26173,725,1037,B,1
2538,513,245,C,0
2538,513,667,D,1
2538,513,684,D,1
2538,513,69,D,0
2538,513,51,D,1
2538,513,226,B,0
2538,513,427,A,0
2538,513,1115,D,1
2538,513,954,C,1
2538,513,1050,A,1
29819,457,1107,C,0
29819,457,510,B,1
29819,457,1197,D,1
29819,457,337,B,1
29819,457,788,A,1
29819,457,217,A,1
29819,457,1120,C,0
29819,457,336,C,1
29819,457,397,A,1
29819,457,213,C,1
29819,457,144,B,1
29819,457,562,B,1
22946,613,141,C,1
22946,613,1152,C,1
22946,613,344,B,1
22946,613,773,D,1
22946,613,519,B,0
22946,613,301,B,1
22946,613,1053,A,1
22946,613,858,B,1
22946,613,90,D,1
22946,613,295,B,1
22946,613,389,C,0
8210,199,953,D,1
8210,199,734,D,1
8210,199,567,B,1
8210,199,373,B,1
8210,199,587,C,1
8210,199,530,D,0
8210,199,658,A,0
8210,199,573,B,1
8210,199,63,A,0
7866,1231,1153,C,1
7866,1231,686,A,0
7866,1231,494,D,1
7866,1231,271,A,1
7866,1231,1083,B,1
7866,1231,493,A,1
7866,1231,723,B,1
7866,1231,586,D,0
7866,1231,76,C,0
7866,1231,44,D,1
30979,836,999,C,0
30979,836,526,C,1
30979,836,372,C,1
30979,836,142,A,1
30979,836,1050,B,1
30979,836,511,B,1
30979,836,449,C,1
30979,836,1023,B,1
30979,836,465,C,1
30979,836,520,A,1
30979,836,525,D,1
30979,836,528,A,1
19932,24,1065,A,1
19932,24,84,C,1
19932,24,1111,B,1
19932,24,918,A,1
19932,24,341,A,1
19932,24,410,A,1
19932,24,465,A,1
19932,24,536,A,1
19932,24,1,D,1
19932,24,1077,C,1
34756,444,451,C,1
34756,444,1156,B,1
34756,444,283,D,1
34756,444,822,B,0
34756,444,783,A,1
34756,444,737,D,1
34756,444,990,B,1
34756,444,1152,B,1
34756,444,752,B,0
34756,444,135,C,0
23920,1264,1167,B,1
23920,1264,787,B,0
23920,1264,991,D,1
23920,1264,75,C,1
23920,1264,530,C,1
23920,1264,197,D,1
23920,1264,1182,C,0
23920,1264,205,A,0
23920,1264,837,A,1
23920,1264,926,A,1
23920,1264,392,B,0
23920,1264,79,B,0
28811,252,173,B,1
28811,252,205,C,1
28811,252,812,A,1
28811,252,460,D,1
28811,252,896,A,1
28811,252,718,D,1
28811,252,1146,D,1
28811,252,884,B,0
28811,252,497,C,1
28811,252,424,D,0
30774,998,379,B,0
30774,998,898,A,1
30774,998,1161,B,1
30774,998,883,D,1
30774,998,603,D,1
30774,998,378,C,1
30774,998,297,D,1
30774,998,138,C,1
30774,998,584,A,1
30774,998,264,C,1
2926,920,447,B,0
2926,920,348,A,0
2926,920,499,D,0
2926,920,809,C,1
2926,920,389,D,1
2926,920,559,C,1
2926,920,912,D,1
2926,920,955,C,0
2926,920,800,C,1
2926,920,739,A,0
2926,920,249,D,0
30377,983,900,B,1
30377,983,605,C,1
30377,983,567,A,1
30377,983,749,D,1
30377,983,149,D,0
30377,983,902,C,1
30377,983,793,D,1
30377,983,140,A,1
30377,983,313,D,1
30377,983,120,C,0
30377,983,1136,B,1
28492,1362,429,C,1
28492,1362,107,B,1
28492,1362,774,B,0
28492,1362,925,B,1
28492,1362,522,C,0
28492,1362,695,D,0
28492,1362,140,D,1
28492,1362,770,B,1
28492,1362,899,A,1
28492,1362,427,D,1
28492,1362,694,D,1
28492,1362,810,B,1
34589,448,231,B,1
34589,448,490,D,0
34589,448,725,C,1
34589,448,686,D,0
34589,448,209,D,0
34589,448,1127,C,1
34589,448,40,A,1
34589,448,433,C,1
34589,448,924,D,1
34589,448,516,A,1
34589,448,213,C,0
35450,546,1047,B,1
35450,546,736,D,1
35450,546,312,C,0
35450,546,786,C,1
35450,546,1196,A,0
35450,546,696,B,1
35450,546,408,D,1
35450,546,151,B,0
35450,546,186,B,1
35450,546,1107,B,1
24717,385,1020,B,1
24717,385,356,C,1
24717,385,447,B,1
24717,385,170,C,1
24717,385,783,B,1
24717,385,652,B,1
24717,385,544,B,1
24717,385,275,D,1
24717,385,587,C,1
24717,385,860,A,1
467,545,267,D,1
467,545,1106,C,1
467,545,761,D,1
467,545,345,D,1
467,545,1055,C,1
467,545,987,A,1
467,545,131,A,1
467,545,513,C,1
467,545,884,D,1
467,545,662,B,0
467,545,1115,D,1
467,545,1155,A,1
21005,312,701,A,1
21005,312,966,D,1
21005,312,1152,B,1
21005,312,828,A,1
21005,312,458,A,1
21005,312,170,B,1
21005,312,917,B,1
21005,312,576,B,1
21005,312,550,C,0
37184,870,480,D,1
37184,870,649,C,1
37184,870,749,B,1
37184,870,83,B,1
37184,870,169,B,1
37184,870,948,B,1
37184,870,757,A,1
37184,870,460,A,1
37184,870,481,D,1
37184,870,585,B,1
16388,966,460,A,1
16388,966,1095,D,0
16388,966,1053,B,1
16388,966,1142,C,1
16388,966,404,A,1
16388,966,347,D,1
16388,966,869,A,0
16388,966,580,A,1
16388,966,355,C,1
124,240,1031,A,1
124,240,851,B,1
124,240,646,A,1
124,240,923,C,1
124,240,775,B,1
124,240,393,B,1
124,240,446,C,0
124,240,875,B,1
124,240,658,B,1
124,240,520,D,1
25203,1002,197,B,1
25203,1002,713,A,0
25203,1002,692,C,1
25203,1002,1156,D,1
25203,1002,300,C,1
25203,1002,308,D,0
25203,1002,1092,B,1
25203,1002,734,B,1
25203,1002,105,A,1
7248,1271,821,D,1
7248,1271,1090,A,1
7248,1271,869,A,1
7248,1271,578,A,1
7248,1271,592,A,1
7248,1271,661,C,1
7248,1271,151,C,1
7248,1271,1089,A,1
7248,1271,1057,B,1
37290,1298,802,D,1
37290,1298,886,C,1
37290,1298,255,B,1
37290,1298,411,D,1
37290,1298,1141,B,1
37290,1298,76,D,0
37290,1298,683,A,0
37290,1298,1071,B,0
37290,1298,217,A,1
37290,1298,744,D,1
37290,1298,885,A,1
26998,196,624,D,1
26998,196,283,A,1
26998,196,231,A,0
26998,196,127,D,0
26998,196,906,A,1
26998,196,78,B,1
26998,196,248,D,1
26998,196,769,B,1
26998,196,467,C,1
26998,196,126,C,1
33909,238,1179,A,1
33909,238,724,C,1
33909,238,874,C,0
33909,238,1027,D,1
33909,238,1185,A,1
33909,238,804,B,0
33909,238,747,B,0
33909,238,329,A,1
33909,238,725,B,1
33909,238,786,C,0
33909,238,339,B,1
29748,1236,81,B,0
29748,1236,748,B,0
29748,1236,1088,B,1
29748,1236,533,D,1
29748,1236,697,D,1
29748,1236,1160,C,1
29748,1236,1044,A,0
29748,1236,175,C,1
29748,1236,1117,D,0
29748,1236,200,B,0
29748,1236,1152,B,0
29002,449,168,B,1
29002,449,593,C,1
29002,449,325,D,1
29002,449,743,D,1
29002,449,29,D,0
29002,449,507,A,1
29002,449,1158,A,1
29002,449,875,B,1
29002,449,411,D,1
27469,941,980,D,1
27469,941,604,C,0
27469,941,553,B,1
27469,941,1082,D,1
27469,941,210,A,1
27469,941,11,B,0
27469,941,50,C,0
27469,941,653,C,1
27469,941,981,D,1
27469,941,998,A,1
27469,941,184,A,1
27469,941,216,A,1
40402,1478,703,A,0
40402,1478,67,C,1
40402,1478,492,B,0
40402,1478,1145,A,1
40402,1478,392,B,1
40402,1478,351,B,1
40402,1478,1052,D,1
40402,1478,569,A,1
40402,1478,582,B,1
40402,1478,706,C,1
40402,1478,4,B,1
40402,1478,935,D,0
16875,120,543,D,0
16875,120,435,C,1
16875,120,304,A,0
16875,120,714,C,1
16875,120,777,A,0
16875,120,127,D,0
16875,120,469,B,1
16875,120,1136,B,0
16875,120,341,A,1
16875,120,569,C,0
16875,120,493,C,1
16875,120,860,B,1
21504,1357,1039,D,1
21504,1357,607,D,1
21504,1357,543,D,1
21504,1357,920,B,1
21504,1357,555,B,1
21504,1357,549,B,1
21504,1357,788,B,0
21504,1357,597,D,1
21504,1357,1027,B,1
21504,1357,35,C,1
21504,1357,501,B,1
24964,755,600,A,0
24964,755,186,A,1
24964,755,88,A,0
24964,755,373,B,1
24964,755,791,A,0
24964,755,1142,D,1
24964,755,1115,C,1
24964,755,735,D,0
24964,755,342,C,1
31453,1130,361,A,1
31453,1130,204,C,1
31453,1130,416,A,1
31453,1130,636,C,1
31453,1130,278,D,0
31453,1130,1121,C,1
31453,1130,275,D,1
31453,1130,107,C,1
31453,1130,879,D,1
31453,1130,950,D,1
31453,1130,202,D,0
1821,898,1041,C,1
1821,898,781,C,1
1821,898,44,C,1
1821,898,335,B,0
1821,898,870,C,1
1821,898,536,A,1
1821,898,980,A,0
1821,898,265,A,1
1821,898,323,A,1
1821,898,795,A,1
1821,898,994,C,1
1821,898,816,A,1
34138,1377,115,B,0
34138,1377,709,B,1
34138,1377,267,A,0
34138,1377,180,B,1
34138,1377,92,B,1
34138,1377,1121,B,0
34138,1377,732,B,1
34138,1377,64,D,0
34138,1377,463,C,1
34138,1377,634,B,0
34138,1377,1014,A,1
34138,1377,491,B,0
9385,151,782,C,1
9385,151,312,D,1
9385,151,1055,C,1
9385,151,6,D,1
9385,151,10,C,1
9385,151,881,C,1
9385,151,948,A,0
9385,151,278,A,1
9385,151,457,B,1
30481,299,735,B,1
30481,299,477,B,1
30481,299,558,B,1
30481,299,952,B,0
30481,299,990,A,1
30481,299,1102,D,1
30481,299,753,B,0
30481,299,364,A,1
30481,299,146,A,1
30481,299,332,B,1
30481,299,704,D,0
30481,299,768,D,0
1789,1139,1116,D,0
1789,1139,201,D,0
1789,1139,1082,C,0
1789,1139,626,D,1
1789,1139,258,A,1
1789,1139,207,A,1
1789,1139,336,B,1
1789,1139,460,C,1
1789,1139,687,D,1
1789,1139,318,C,1
1789,1139,951,D,1
1789,1139,1095,B,1
40215,339,619,A,0
40215,339,828,B,1
40215,339,1016,B,1
40215,339,447,B,0
40215,339,898,D,1
40215,339,1019,C,1
40215,339,1176,B,0
40215,339,1197,D,1
40215,339,702,A,1
15596,312,701,C,1
15596,312,966,C,1
15596,312,1152,B,1
15596,312,828,A,1
15596,312,458,A,1
15596,312,170,C,0
15596,312,917,A,1
15596,312,576,B,1
15596,312,550,A,0
2265,855,655,C,1
2265,855,438,C,0
2265,855,847,D,1
2265,855,164,A,0
2265,855,580,C,1
2265,855,487,C,0
2265,855,970,D,1
2265,855,477,D,1
2265,855,462,D,0
2265,855,908,A,1
2265,855,635,B,1
20872,937,14,B,1
20872,937,759,D,0
20872,937,392,D,1
20872,937,1128,A,0
20872,937,535,D,1
20872,937,761,A,1
20872,937,287,C,1
20872,937,6,D,0
20872,937,118,A,1
31666,910,527,A,1
31666,910,1068,D,1
31666,910,521,C,1
31666,910,1141,A,1
31666,910,439,D,1
31666,910,811,D,1
31666,910,901,D,1
31666,910,36,D,1
31666,910,658,B,0
31666,910,948,B,1
18094,579,532,B,1
18094,579,774,C,0
18094,579,1109,C,0
18094,579,800,A,1
18094,579,1090,D,0
18094,579,949,D,1
18094,579,792,B,0
18094,579,798,A,1
18094,579,287,A,1
18094,579,823,B,0
18094,579,767,D,1
29788,561,448,C,1
29788,561,877,A,1
29788,561,575,C,1
29788,561,126,B,1
29788,561,89,A,1
29788,561,1007,B,0
29788,561,819,B,0
29788,561,240,C,0
29788,561,601,C,1
29788,561,18,B,0
22043,92,53,B,1
22043,92,399,B,1
22043,92,1040,D,1
22043,92,1138,A,1
22043,92,328,C,0
22043,92,174,D,1
22043,92,947,D,1
22043,92,1174,D,1
22043,92,925,D,1
22043,92,1144,B,1
22043,92,18,A,0
20309,215,558,D,1
20309,215,718,A,1
20309,215,603,A,1
20309,215,932,C,1
20309,215,836,B,1
20309,215,545,A,0
20309,215,290,A,0
20309,215,696,C,1
20309,215,400,D,1
20309,215,668,A,1
1549,753,802,B,1
1549,753,1036,A,1
1549,753,108,D,1
1549,753,369,C,1
1549,753,786,A,1
1549,753,771,C,1
1549,753,22,C,1
1549,753,973,D,1
1549,753,535,C,1
24543,571,326,B,1
24543,571,1112,C,1
24543,571,1137,D,0
24543,571,372,C,1
24543,571,1170,C,1
24543,571,893,A,0
24543,571,658,B,0
24543,571,341,C,0
24543,571,843,C,0
24543,571,136,C,1
24543,571,1098,C,1
32875,152,1133,A,1
32875,152,528,B,0
32875,152,87,D,1
32875,152,760,D,1
32875,152,1100,A,1
32875,152,602,B,0
32875,152,159,B,0
32875,152,269,A,0
32875,152,861,A,1
32875,152,1122,A,1
32875,152,638,C,0
26563,896,691,B,1
26563,896,727,C,1
26563,896,1024,D,1
26563,896,289,D,1
26563,896,151,A,1
26563,896,551,C,1
26563,896,1015,D,0
26563,896,1129,B,1
26563,896,111,D,1
13765,73,214,A,1
13765,73,190,B,0
13765,73,468,B,1
13765,73,708,A,1
13765,73,993,D,0
13765,73,674,B,0
13765,73,307,D,1
13765,73,440,B,0
13765,73,584,C,1
13765,73,1054,D,1
16634,1452,194,B,0
16634,1452,598,D,1
16634,1452,1090,D,0
16634,1452,845,A,0
16634,1452,1121,B,1
16634,1452,756,A,0
16634,1452,754,D,1
16634,1452,1128,C,1
16634,1452,892,C,0
16634,1452,1001,B,1
16634,1452,924,B,1
16634,1452,95,C,1
34109,751,497,B,1
34109,751,729,C,1
34109,751,566,D,1
34109,751,848,A,1
34109,751,42,B,1
34109,751,1061,C,1
34109,751,1036,A,1
34109,751,324,D,1
34109,751,857,D,1
34109,751,4,A,0
34109,751,1187,A,1
27439,895,538,D,0
27439,895,38,D,0
27439,895,205,D,1
27439,895,1115,C,1
27439,895,240,D,1
27439,895,75,B,1
27439,895,546,B,1
27439,895,916,D,1
27439,895,994,D,1
6360,1094,454,B,1
6360,1094,781,D,1
6360,1094,236,D,0
6360,1094,987,D,1
6360,1094,280,B,1
6360,1094,1010,B,1
6360,1094,1137,B,1
6360,1094,1024,C,1
6360,1094,244,A,1
6360,1094,270,A,1
32062,747,1026,A,1
32062,747,257,C,1
32062,747,400,C,1
32062,747,654,D,1
32062,747,25,B,1
32062,747,981,A,1
32062,747,461,C,1
32062,747,446,D,1
32062,747,848,D,1
32062,747,1191,B,1
9559,1311,52,D,1
9559,1311,49,B,1
9559,1311,712,A,1
9559,1311,659,D,1
9559,1311,559,A,1
9559,1311,526,C,1
9559,1311,131,A,1
9559,1311,953,C,1
9559,1311,1164,B,1
10043,140,253,A,1
10043,140,328,B,1
10043,140,335,C,1
10043,140,949,D,1
10043,140,318,A,1
10043,140,919,B,1
10043,140,259,A,1
10043,140,367,C,1
10043,140,103,A,1
10043,140,585,A,1
29419,1313,767,C,1
29419,1313,203,D,1
29419,1313,727,A,1
29419,1313,1010,A,1
29419,1313,323,B,1
29419,1313,74,B,1
29419,1313,234,C,1
29419,1313,351,C,1
29419,1313,498,A,0
29419,1313,490,B,1
38280,645,918,B,0
38280,645,517,D,1
38280,645,613,A,0
38280,645,87,B,1
38280,645,1042,C,1
38280,645,299,C,1
38280,645,991,C,1
38280,645,864,D,1
38280,645,433,D,1
38280,645,1085,D,1
38280,645,980,A,0
28246,1170,226,B,0
28246,1170,514,C,0
28246,1170,860,C,1
28246,1170,1014,D,0
28246,1170,367,B,1
28246,1170,986,A,0
28246,1170,1101,B,1
28246,1170,1093,C,0
28246,1170,983,C,1
18185,1207,403,B,1
18185,1207,1124,D,1
18185,1207,440,A,1
18185,1207,215,C,1
18185,1207,810,C,1
18185,1207,150,C,0
18185,1207,1065,B,1
18185,1207,397,B,1
18185,1207,2,B,1
18185,1207,270,D,1
18185,1207,604,D,1
18185,1207,542,C,0
31895,1465,334,B,0
31895,1465,784,B,1
31895,1465,270,A,1
31895,1465,169,C,0
31895,1465,558,C,1
31895,1465,597,B,1
31895,1465,518,A,0
31895,1465,1057,C,1
31895,1465,852,D,0
31895,1465,802,A,0
31895,1465,241,A,1
31109,766,590,D,1
31109,766,1180,A,1
31109,766,1195,B,1
31109,766,868,C,1
31109,766,879,A,1
31109,766,1088,A,1
31109,766,168,A,1
31109,766,557,A,1
31109,766,1071,D,1
31109,766,900,D,0
31109,766,632,C,1
31109,766,1131,C,1
24129,94,8,D,1
24129,94,984,A,1
24129,94,34,A,1
24129,94,580,A,1
24129,94,704,C,0
24129,94,1165,D,0
24129,94,751,C,1
24129,94,57,C,1
24129,94,1150,A,1
15331,539,516,D,1
15331,539,304,D,0
15331,539,877,A,1
15331,539,454,B,0
15331,539,127,D,0
15331,539,135,C,1
15331,539,838,B,0
15331,539,261,C,0
15331,539,1013,C,1
15331,539,2,C,1
15331,539,14,C,1
4945,316,563,C,1
4945,316,383,C,1
4945,316,791,B,1
4945,316,1137,B,0
4945,316,274,B,1
4945,316,372,B,0
4945,316,1091,A,1
4945,316,800,B,1
4945,316,603,D,0
4945,316,1005,D,1
12019,500,350,B,1
12019,500,1010,A,1
12019,500,767,B,1
12019,500,821,B,0
12019,500,73,B,1
12019,500,7,C,0
12019,500,238,B,1
12019,500,84,C,1
12019,500,834,D,1
41371,158,1111,B,1
41371,158,392,A,0
41371,158,157,B,1
41371,158,1080,C,1
41371,158,518,D,1
41371,158,1088,A,1
41371,158,683,A,1
41371,158,1050,D,0
41371,158,145,C,1
41371,158,52,D,1
41371,158,847,B,1
41371,158,497,D,0
33713,190,344,A,1
33713,190,1120,A,1
33713,190,1134,A,1
33713,190,776,B,0
33713,190,535,D,0
33713,190,974,A,1
33713,190,20,B,1
33713,190,977,C,1
33713,190,214,C,1
26264,104,782,B,1
26264,104,226,A,1
26264,104,794,B,0
26264,104,1004,D,1
26264,104,535,A,0
26264,104,962,B,0
26264,104,658,C,1
26264,104,84,D,1
26264,104,656,C,1
26264,104,663,B,1
5873,739,214,C,1
5873,739,84,B,1
5873,739,915,D,1
5873,739,579,A,1
5873,739,243,B,1
5873,739,323,A,1
5873,739,1021,C,1
5873,739,226,C,1
5873,739,735,C,1
4915,731,509,C,1
4915,731,93,B,1
4915,731,952,B,1
4915,731,303,A,0
4915,731,401,A,1
4915,731,712,A,1
4915,731,986,D,1
4915,731,815,D,0
4915,731,123,B,1
4915,731,1152,C,1
18125,917,203,D,1
18125,917,107,B,1
18125,917,287,D,1
18125,917,346,C,1
18125,917,1162,A,1
18125,917,984,B,0
18125,917,950,C,1
18125,917,427,C,0
18125,917,300,D,1
18125,917,393,D,0
18125,917,954,A,1
18125,917,532,A,1
40190,944,580,B,0
40190,944,777,A,1
40190,944,69,C,1
40190,944,686,C,0
40190,944,710,D,1
40190,944,1087,B,1
40190,944,1094,D,0
40190,944,1124,B,1
40190,944,165,A,1
12005,791,1153,A,1
12005,791,119,A,1
12005,791,386,B,1
12005,791,141,C,1
12005,791,267,A,1
12005,791,522,A,1
12005,791,1129,B,0
12005,791,298,C,1
12005,791,328,B,1
9078,1077,178,B,1
9078,1077,898,B,0
9078,1077,997,A,0
9078,1077,956,A,1
9078,1077,330,C,1
9078,1077,392,A,1
9078,1077,996,C,0
9078,1077,861,C,1
9078,1077,1188,A,0
9078,1077,150,B,0
9078,1077,1002,B,1
9078,1077,79,D,0
10375,1330,1103,B,1
10375,1330,312,C,0
10375,1330,32,C,1
10375,1330,706,C,1
10375,1330,494,C,0
10375,1330,1097,A,1
10375,1330,162,C,1
10375,1330,94,C,1
10375,1330,1105,C,0
21841,1479,549,D,0
21841,1479,881,B,1
21841,1479,192,A,1
21841,1479,554,C,1
21841,1479,269,A,1
21841,1479,7,C,1
21841,1479,270,D,1
21841,1479,5,C,1
21841,1479,252,D,1
21841,1479,936,B,1
21841,1479,854,B,0
21841,1479,669,C,1
22819,960,417,B,0
22819,960,542,A,1
22819,960,992,D,1
22819,960,615,C,1
22819,960,340,D,1
22819,960,657,D,1
22819,960,434,A,1
22819,960,1081,C,1
22819,960,546,D,1
22819,960,874,B,1
30237,70,589,A,0
30237,70,749,A,1
30237,70,1121,D,0
30237,70,270,C,1
30237,70,850,C,1
30237,70,226,D,1
30237,70,189,B,1
30237,70,325,B,1
30237,70,581,A,0
30237,70,1064,D,0
32444,1410,746,D,0
32444,1410,782,D,1
32444,1410,644,B,0
32444,1410,475,D,1
32444,1410,132,D,0
32444,1410,496,B,0
32444,1410,220,B,1
32444,1410,756,B,1
32444,1410,193,B,0
32444,1410,654,A,1
32444,1410,866,A,1
20985,620,725,C,1
20985,620,892,B,1
20985,620,1147,C,0
20985,620,760,D,1
20985,620,171,A,1
20985,620,497,D,0
20985,620,847,D,0
20985,620,412,D,1
20985,620,1108,C,1
20985,620,1112,B,1
7530,707,33,C,1
7530,707,1004,B,1
7530,707,883,B,1
7530,707,465,C,0
7530,707,1059,C,1
7530,707,1197,B,0
7530,707,421,A,1
7530,707,516,C,1
7530,707,585,B,1
7530,707,402,D,0
7530,707,182,C,1
1206,591,955,D,0
1206,591,1180,C,1
1206,591,681,B,1
1206,591,839,B,1
1206,591,116,A,0
1206,591,953,D,1
1206,591,100,B,1
1206,591,374,A,1
1206,591,1191,A,1
1206,591,882,D,0
31218,1004,517,A,1
31218,1004,223,B,1
31218,1004,588,B,1
31218,1004,1188,A,1
31218,1004,550,A,1
31218,1004,1135,B,0
31218,1004,897,B,1
31218,1004,1026,A,1
31218,1004,250,A,1
31218,1004,715,B,0
24021,499,1168,B,1
24021,499,981,D,1
24021,499,821,B,1
24021,499,1053,C,1
24021,499,887,D,0
24021,499,430,D,1
24021,499,860,C,1
24021,499,532,A,1
24021,499,722,A,1
24021,499,51,A,1
24021,499,179,A,1
1884,1145,124,D,1
1884,1145,1087,C,1
1884,1145,869,B,1
1884,1145,1133,B,1
1884,1145,811,B,1
1884,1145,718,D,1
1884,1145,857,A,0
1884,1145,31,B,0
1884,1145,1085,C,1
1884,1145,1090,D,1
1884,1145,971,D,1
41320,556,1180,B,1
41320,556,121,A,1
41320,556,981,C,1
41320,556,420,C,1
41320,556,733,C,1
41320,556,368,D,1
41320,556,284,A,1
41320,556,73,B,1
41320,556,1047,A,1
41320,556,705,B,0
41320,556,1067,A,1
7223,460,397,C,0
7223,460,389,A,1
7223,460,92,A,1
7223,460,1007,C,1
7223,460,386,B,1
7223,460,1199,A,1
7223,460,1149,B,1
7223,460,268,A,1
7223,460,653,D,1
7223,460,351,D,1
7223,460,1101,A,1
11829,391,725,A,1
11829,391,845,A,1
11829,391,557,D,0
11829,391,787,B,1
11829,391,254,C,1
11829,391,624,C,1
11829,391,571,A,1
11829,391,524,C,1
11829,391,182,B,1
18729,208,557,B,1
18729,208,974,C,1
18729,208,316,B,1
18729,208,393,D,0
18729,208,798,A,0
18729,208,137,C,1
18729,208,200,D,1
18729,208,943,C,1
18729,208,828,C,0
18729,208,977,A,1
18729,208,199,D,1
18729,208,139,B,0
5134,1432,945,C,1
5134,1432,179,A,1
5134,1432,999,A,1
5134,1432,702,C,1
5134,1432,409,A,1
5134,1432,646,C,1
5134,1432,504,B,1
5134,1432,1050,C,1
5134,1432,784,A,1
5134,1432,326,B,1
5134,1432,635,A,1
6110,438,22,B,1
6110,438,724,B,0
6110,438,771,D,1
6110,438,9,B,1
6110,438,991,C,1
6110,438,660,B,1
6110,438,871,A,0
6110,438,122,D,1
6110,438,135,C,1
6110,438,379,B,1
33868,338,141,D,1
33868,338,189,A,0
33868,338,169,C,1
33868,338,374,A,1
33868,338,870,D,1
33868,338,51,D,0
33868,338,243,A,0
33868,338,89,C,0
33868,338,595,B,0
33868,338,476,C,1
27710,67,304,B,1
27710,67,860,A,1
27710,67,836,B,1
27710,67,28,C,1
27710,67,151,C,0
27710,67,560,D,1
27710,67,159,A,1
27710,67,1141,C,1
27710,67,542,A,1
27710,67,184,B,1
27710,67,448,C,1
27710,67,204,C,1
7907,91,660,B,1
7907,91,255,C,1
7907,91,484,C,1
7907,91,85,B,1
7907,91,1169,D,1
7907,91,20,A,1
7907,91,700,D,1
7907,91,692,A,0
7907,91,115,C,1
11642,486,891,C,0
11642,486,554,A,0
11642,486,558,B,0
11642,486,827,B,0
11642,486,61,B,1
11642,486,619,A,1
11642,486,94,D,1
11642,486,1011,B,0
11642,486,426,B,1
11642,486,495,B,1
11642,486,444,B,1
32982,123,303,C,1
32982,123,1048,D,0
32982,123,337,C,1
32982,123,777,C,1
32982,123,1044,D,1
32982,123,1161,D,1
32982,123,722,B,1
32982,123,678,C,1
32982,123,878,A,1
32319,1121,1098,B,0
32319,1121,527,C,1
32319,1121,552,B,1
32319,1121,140,C,1
32319,1121,34,C,0
32319,1121,286,A,0
32319,1121,457,B,0
32319,1121,193,C,1
32319,1121,532,C,0
36746,1297,651,C,1
36746,1297,848,B,0
36746,1297,546,D,1
36746,1297,431,C,0
36746,1297,1013,B,1
36746,1297,1068,C,1
36746,1297,125,A,1
36746,1297,580,B,0
36746,1297,234,B,1
36746,1297,860,D,1
36746,1297,314,D,1
36746,1297,1102,D,0
11895,816,551,C,1
11895,816,416,C,1
11895,816,597,C,1
11895,816,332,D,0
11895,816,220,A,1
11895,816,1041,B,1
11895,816,973,C,0
11895,816,970,D,1
11895,816,354,B,1
11895,816,346,C,0
11895,816,547,D,1
38978,1494,167,A,1
38978,1494,566,C,1
38978,1494,1104,D,1
38978,1494,1018,C,1
38978,1494,618,D,0
38978,1494,730,D,1
38978,1494,340,B,1
38978,1494,600,A,1
38978,1494,9,B,0
5117,1216,1113,B,1
5117,1216,780,B,1
5117,1216,1057,C,1
5117,1216,73,B,0
5117,1216,976,A,0
5117,1216,207,A,0
5117,1216,886,A,1
5117,1216,1083,C,1
5117,1216,810,D,1
25337,1078,605,C,1
25337,1078,1110,D,1
25337,1078,126,C,1
25337,1078,821,C,1
25337,1078,368,C,0
25337,1078,1156,A,1
25337,1078,413,B,1
25337,1078,251,D,1
25337,1078,911,C,1
25337,1078,1194,A,1
16892,566,304,A,1
16892,566,865,C,0
16892,566,990,C,1
16892,566,662,C,0
16892,566,452,C,1
16892,566,89,C,1
16892,566,160,D,1
16892,566,907,C,1
16892,566,202,C,1
16892,566,826,C,1
16892,566,73,A,1
39398,328,945,D,1
39398,328,1009,A,0
39398,328,1158,D,1
39398,328,528,D,1
39398,328,19,B,1
39398,328,437,D,1
39398,328,522,A,0
39398,328,795,A,1
39398,328,36,D,0
39398,328,785,A,1
39398,328,79,B,1
17503,915,869,B,1
17503,915,572,B,1
17503,915,1167,C,1
17503,915,965,D,1
17503,915,696,A,1
17503,915,45,D,1
17503,915,898,C,0
17503,915,829,C,0
17503,915,963,C,1
17503,915,328,D,1
17503,915,763,C,0
17503,915,135,B,1
34981,576,1125,B,1
34981,576,1084,A,1
34981,576,230,D,1
34981,576,772,A,1
34981,576,979,A,1
34981,576,25,D,0
34981,576,486,B,1
34981,576,960,A,1
34981,576,277,D,0
29904,364,995,C,1
29904,364,593,A,0
29904,364,244,A,0
29904,364,719,C,1
29904,364,380,D,1
29904,364,1010,A,0
29904,364,309,A,1
29904,364,1139,C,1
29904,364,455,C,0
5887,1290,735,C,0
5887,1290,530,D,1
5887,1290,861,D,1
5887,1290,732,A,1
5887,1290,1074,C,0
