FreeLance_ID,St_ID,Platform,Payment,Duration,Date,Job_Description,Tools
23948,25307,Upwork,245.72,3,3/6/2021,Machine learning script,R
23949,25308,Toptal,103.82,4,4/8/2023,Web scraping service,Excel
23950,25309,Freelancer,265.51,4,9/19/2024,Statistical data analysis,Tableau
23951,25310,Toptal,182.53,5,1/26/2022,ETL pipeline creation,R
23952,25311,Freelancer,280.7,7,9/26/2020,Statistical data analysis,Excel
23953,25312,PeoplePerHour,260.98,7,10/17/2022,Automated report building,R
23954,25313,Upwork,56.99,5,7/5/2020,Automated report building,Python
23955,25314,Fiverr,258.42,7,12/6/2022,Automated report building,C++
23956,25315,Freelancer,88.94,6,1/11/2024,Data visualization project,Excel
23957,25316,Upwork,77.6,5,10/18/2021,Backend API development,Excel
23958,25317,Toptal,75.22,6,2/23/2022,ETL pipeline creation,Python
23959,25318,Fiverr,172.3,5,3/30/2021,Backend API development,C++
23960,25319,Fiverr,276.19,4,2/28/2023,ETL pipeline creation,R
23961,25320,Fiverr,229.03,6,11/10/2023,Web scraping service,JavaScript
23962,25321,Toptal,159.21,4,12/2/2024,Web scraping service,Python
23963,25323,Upwork,43.24,3,11/29/2024,Bug fixing and testing,C++
23964,25324,Upwork,227.09,6,11/20/2022,Data visualization project,SQL
23965,25325,Upwork,252.74,3,2/4/2020,Automated report building,Tableau
23966,25327,Toptal,297.76,5,5/25/2023,Data analysis with Python,Tableau
23967,25328,Freelancer,52.13,5,7/1/2020,Data visualization project,Python
23968,25329,PeoplePerHour,146.46,6,1/3/2023,Data visualization project,SQL
23969,25330,Freelancer,236.65,7,5/28/2022,Dashboard in Power BI,Power BI
23970,25331,PeoplePerHour,184.38,7,9/4/2022,Statistical data analysis,Python
23971,25332,Fiverr,224.25,4,5/25/2022,Machine learning script,Power BI
23972,25333,Toptal,117.6,4,11/24/2023,Bug fixing and testing,Python
23973,25334,PeoplePerHour,125.29,4,8/20/2021,Data analysis with Python,Power BI
23974,25335,Freelancer,141.57,6,10/28/2022,Machine learning script,C++
23975,25336,PeoplePerHour,64.17,3,11/21/2024,ETL pipeline creation,Tableau
23976,25337,PeoplePerHour,24.45,6,3/11/2020,Automated report building,Tableau
23977,25338,Fiverr,204.29,6,5/9/2024,Bug fixing and testing,SQL
23978,25339,PeoplePerHour,170.77,6,9/12/2022,Data analysis with Python,C++
23979,25340,Upwork,185.62,3,5/12/2021,Backend API development,Python
23980,25344,Toptal,220.57,3,3/30/2023,Machine learning script,JavaScript
23981,25345,Upwork,30.46,5,10/1/2020,Bug fixing and testing,Excel
23982,25346,PeoplePerHour,260.51,5,9/5/2023,Automated report building,Tableau
23983,25347,Upwork,238.06,5,7/25/2021,ETL pipeline creation,SQL
23984,25348,PeoplePerHour,101.47,5,3/10/2024,ETL pipeline creation,SQL
23985,25349,Upwork,270.65,3,12/8/2020,Web scraping service,R
23986,25350,PeoplePerHour,165.16,4,10/19/2023,Bug fixing and testing,JavaScript
23987,25351,Toptal,22.29,6,7/25/2022,Bug fixing and testing,Power BI
23988,25352,PeoplePerHour,43.26,6,4/24/2024,Web scraping service,SQL
23989,25353,PeoplePerHour,54.63,4,7/3/2022,Data visualization project,Excel
23990,25354,Freelancer,75.23,7,7/13/2023,Data analysis with Python,Python
23991,25355,Fiverr,158.72,7,9/25/2024,Statistical data analysis,C++
23992,25356,Toptal,66.37,7,4/20/2022,Data analysis with Python,SQL
23993,25357,Upwork,175.94,3,12/19/2023,Data analysis with Python,Tableau
23994,25358,Toptal,1.07,6,11/8/2021,Statistical data analysis,Excel
23995,25359,Upwork,197.75,5,5/17/2021,Data visualization project,Power BI
23996,25360,Fiverr,123.7,5,3/10/2022,Statistical data analysis,Tableau
23997,25361,PeoplePerHour,190.16,4,5/1/2020,Data visualization project,Excel
23998,25362,Upwork,270.68,6,1/18/2024,ETL pipeline creation,Python
23999,25363,Freelancer,31.55,3,12/23/2022,Dashboard in Power BI,Excel
24000,25364,Fiverr,260.04,4,5/21/2020,Bug fixing and testing,Excel
24001,25365,Fiverr,124.76,3,1/10/2024,Backend API development,Power BI
24002,25366,Toptal,123.75,3,10/31/2020,Statistical data analysis,Excel
24003,25367,Toptal,100.52,5,1/20/2022,Dashboard in Power BI,JavaScript
24004,25368,Fiverr,261.94,5,8/5/2020,Backend API development,Tableau
24005,25369,Freelancer,279.91,4,4/12/2023,Automated report building,Power BI
24006,25370,Fiverr,18.55,6,4/12/2020,Data analysis with Python,JavaScript
24007,25371,PeoplePerHour,88.33,5,9/24/2022,Backend API development,Excel
24008,25372,Upwork,142.43,6,12/30/2024,Data visualization project,Excel
24009,25373,Toptal,257.27,3,10/7/2020,Automated report building,JavaScript
24010,25374,Freelancer,77.87,5,12/16/2021,Backend API development,Power BI
24011,25375,Fiverr,53.37,6,6/21/2021,ETL pipeline creation,JavaScript
24012,25376,Upwork,243.66,3,7/8/2022,Web scraping service,SQL
24013,25377,Fiverr,75.89,7,1/5/2022,Automated report building,C++
24014,25378,Fiverr,286.14,7,4/30/2020,Data visualization project,C++
24015,25379,PeoplePerHour,43.74,4,12/8/2024,Statistical data analysis,JavaScript
24016,25380,Toptal,268.42,5,12/11/2021,Bug fixing and testing,Excel
24017,25381,Toptal,10.76,5,5/9/2024,Bug fixing and testing,Power BI
24018,25383,Fiverr,219.35,6,9/7/2023,Data visualization project,Power BI
24019,25384,PeoplePerHour,103.48,7,3/13/2023,Web scraping service,R
24020,25385,Upwork,68.02,5,11/2/2021,Data analysis with Python,Python
24021,25386,Freelancer,217.32,6,4/8/2020,Backend API development,C++
24022,25387,Freelancer,128.9,5,12/9/2023,Dashboard in Power BI,SQL
24023,25388,Upwork,16.71,7,9/19/2024,Statistical data analysis,Power BI
24024,25389,Fiverr,168.62,6,11/10/2024,Dashboard in Power BI,Excel
24025,25390,PeoplePerHour,156.66,3,9/26/2021,Statistical data analysis,Power BI
24026,25391,PeoplePerHour,248.66,7,12/7/2021,Data analysis with Python,Power BI
24027,25392,Freelancer,163.91,6,8/17/2023,Web scraping service,R
24028,25393,Toptal,133.64,3,5/7/2023,ETL pipeline creation,SQL
24029,25394,Fiverr,224.6,3,10/25/2024,Backend API development,Power BI
24030,25395,PeoplePerHour,92.72,5,9/5/2021,Statistical data analysis,Power BI
24031,25396,Fiverr,57,6,2/28/2022,ETL pipeline creation,Excel
24032,25397,Toptal,25.41,6,8/6/2021,Data visualization project,Tableau
24033,25398,Fiverr,286.5,7,10/7/2023,Data visualization project,SQL
24034,25399,Freelancer,106.98,3,5/17/2021,Web scraping service,R
24035,25400,Upwork,164.76,7,12/2/2020,Bug fixing and testing,SQL
24036,25401,PeoplePerHour,126.19,5,9/5/2021,ETL pipeline creation,Power BI
24037,25402,Toptal,145.17,5,2/27/2024,Bug fixing and testing,R
24038,25403,Toptal,237.23,5,6/4/2021,Data analysis with Python,Power BI
24039,25404,Fiverr,281.47,4,12/1/2022,ETL pipeline creation,Power BI
24040,25405,Fiverr,10.94,3,1/18/2023,Bug fixing and testing,Python
24041,25406,Toptal,272.02,7,10/7/2022,Data analysis with Python,Excel
24042,25407,Upwork,155.78,6,3/18/2022,Web scraping service,Python
24043,25408,Fiverr,204.62,4,7/1/2020,Web scraping service,Excel
24044,25409,Upwork,259.85,3,10/28/2023,Data visualization project,SQL
24045,25410,Freelancer,212.26,3,10/22/2020,Data visualization project,Tableau
24046,25411,PeoplePerHour,244.59,7,11/3/2020,Automated report building,Python
24047,25412,PeoplePerHour,128.59,3,10/25/2024,Machine learning script,Excel
24048,25413,Fiverr,174.29,5,3/29/2021,Web scraping service,Tableau
24049,25416,PeoplePerHour,18.7,4,9/27/2021,Backend API development,R
24050,25417,Fiverr,167.2,7,7/6/2022,Statistical data analysis,C++
24051,25418,PeoplePerHour,32.74,3,5/13/2021,Automated report building,C++
24052,25419,Toptal,158.58,7,5/1/2020,Dashboard in Power BI,C++
24053,25420,Toptal,178.96,3,8/31/2024,Data visualization project,Python
24054,25421,Fiverr,1.75,5,6/1/2024,Bug fixing and testing,R
24055,25422,Upwork,22.3,6,6/10/2021,Automated report building,Power BI
24056,25423,Toptal,30.9,6,8/20/2024,Data analysis with Python,Python
24057,25424,Fiverr,195.73,4,5/31/2020,ETL pipeline creation,R
24058,25426,Freelancer,111.58,5,7/10/2024,Web scraping service,Python
24059,25428,PeoplePerHour,54.9,4,12/26/2020,Machine learning script,Excel
24060,25429,PeoplePerHour,19.36,3,7/9/2021,Backend API development,Power BI
24061,25430,Upwork,125.86,6,9/9/2022,Statistical data analysis,C++
24062,25431,Freelancer,112.27,5,6/2/2023,Dashboard in Power BI,Tableau
24063,25432,Toptal,76.72,5,6/17/2022,Backend API development,Power BI
24064,25433,Upwork,157.21,4,3/18/2021,Dashboard in Power BI,Excel
24065,25434,Toptal,28.66,3,7/25/2022,Data visualization project,R
24066,25435,Upwork,41.04,4,10/4/2020,ETL pipeline creation,Excel
24067,25436,PeoplePerHour,261.9,7,3/23/2021,ETL pipeline creation,SQL
24068,25437,Fiverr,219.06,4,1/13/2022,Web scraping service,Excel
24069,25438,Freelancer,145.08,6,8/15/2022,Data analysis with Python,Excel
24070,25441,Toptal,254.87,4,3/18/2021,Data visualization project,JavaScript
24071,25442,Fiverr,228.25,5,4/8/2023,Statistical data analysis,Excel
24072,25443,Freelancer,81.5,4,4/9/2021,Automated report building,R
24073,25444,Toptal,101.1,3,2/11/2021,Bug fixing and testing,Python
24074,25445,PeoplePerHour,123.24,6,6/20/2024,Web scraping service,Tableau
24075,25446,Freelancer,285.04,5,4/17/2020,Automated report building,SQL
24076,25447,Fiverr,295.41,7,8/8/2023,Dashboard in Power BI,Tableau
24077,25450,PeoplePerHour,88.55,7,6/28/2024,Automated report building,SQL
24078,25451,Upwork,20.06,6,9/1/2021,Dashboard in Power BI,C++
24079,25452,PeoplePerHour,118.09,3,1/11/2024,ETL pipeline creation,Python
24080,25453,Upwork,208.73,3,5/6/2023,Web scraping service,Tableau
24081,25455,Toptal,3.77,7,6/26/2023,Machine learning script,R
24082,25456,Fiverr,139.75,3,2/15/2021,Backend API development,Python
24083,25457,Freelancer,249.75,4,1/7/2022,Data visualization project,SQL
24084,25458,PeoplePerHour,115.51,7,4/28/2024,Web scraping service,SQL
24085,25459,Freelancer,202.89,5,2/21/2023,Data visualization project,Power BI
24086,25460,Fiverr,81.99,6,4/6/2020,Backend API development,JavaScript
24087,25461,PeoplePerHour,66.34,6,11/16/2024,Data visualization project,SQL
24088,25462,Fiverr,25.49,4,4/6/2024,Statistical data analysis,Tableau
24089,25463,PeoplePerHour,21.71,7,10/7/2022,ETL pipeline creation,R
24090,25464,PeoplePerHour,92.07,4,2/14/2021,Machine learning script,R
24091,25466,Fiverr,85.86,4,10/13/2022,Dashboard in Power BI,SQL
24092,25467,Toptal,293.5,5,11/27/2024,ETL pipeline creation,C++
24093,25468,Upwork,107.4,3,5/9/2020,Bug fixing and testing,SQL
24094,25469,Freelancer,298.76,5,5/10/2022,Statistical data analysis,Python
24095,25470,PeoplePerHour,97.6,5,7/3/2022,Automated report building,R
24096,25471,PeoplePerHour,190.81,4,11/11/2020,Backend API development,JavaScript
24097,25472,Fiverr,69.99,5,11/12/2020,ETL pipeline creation,C++
24098,25474,Freelancer,141.36,6,10/25/2022,Data analysis with Python,Excel
24099,25475,Toptal,60.03,4,3/14/2022,Statistical data analysis,C++
24100,25476,Fiverr,241.57,4,1/31/2022,Statistical data analysis,Power BI
24101,25477,Freelancer,184.12,7,1/19/2022,ETL pipeline creation,C++
24102,25478,Fiverr,109.85,4,4/15/2020,Data analysis with Python,Power BI
24103,25479,Fiverr,272.36,5,10/31/2024,Statistical data analysis,JavaScript
24104,25480,PeoplePerHour,41.5,6,10/27/2021,Dashboard in Power BI,C++
24105,25481,Toptal,9.87,5,11/7/2021,ETL pipeline creation,Tableau
24106,25482,PeoplePerHour,141.53,3,1/15/2020,Machine learning script,Python
24107,25483,Fiverr,256.8,4,11/19/2021,Bug fixing and testing,R
24108,25484,Fiverr,228.02,5,9/28/2023,Data visualization project,Power BI
24109,25485,Freelancer,163.31,6,3/13/2024,Automated report building,JavaScript
24110,25486,Toptal,233.83,4,4/29/2021,Statistical data analysis,R
24111,25487,Toptal,148.84,4,7/1/2021,Bug fixing and testing,SQL
24112,25488,Toptal,177.34,7,9/29/2021,ETL pipeline creation,Power BI
24113,25489,Upwork,232.02,3,6/24/2024,Web scraping service,R
24114,25491,Upwork,95.31,3,8/5/2023,Automated report building,Python
24115,25492,Freelancer,275.63,6,8/24/2023,Bug fixing and testing,Python
24116,25493,Upwork,148.88,6,4/10/2023,ETL pipeline creation,Power BI
24117,25494,Freelancer,198.67,3,6/9/2021,Statistical data analysis,Excel
24118,25495,Fiverr,77.47,3,2/27/2021,ETL pipeline creation,R
24119,25497,Freelancer,69.92,3,12/9/2024,Backend API development,JavaScript
24120,25498,Fiverr,12.85,7,11/30/2021,Web scraping service,SQL
24121,25499,Upwork,62.67,6,11/22/2024,Machine learning script,C++
24122,25500,Fiverr,33.42,3,1/11/2022,ETL pipeline creation,SQL
24123,25502,PeoplePerHour,294.75,7,4/8/2022,Backend API development,Excel
24124,25503,Fiverr,246.42,5,5/10/2020,Bug fixing and testing,Power BI
24125,25504,Toptal,192.45,3,11/6/2020,Bug fixing and testing,C++
24126,25505,Fiverr,239.33,4,1/24/2021,Web scraping service,JavaScript
24127,25506,Freelancer,288.5,6,3/9/2020,Dashboard in Power BI,Excel
24128,25507,Freelancer,190.23,5,12/11/2022,Data analysis with Python,Tableau
24129,25508,Freelancer,273.45,6,7/23/2024,Statistical data analysis,Tableau
24130,25509,Upwork,239.84,6,8/10/2024,Statistical data analysis,R
24131,25510,Freelancer,200.3,3,8/28/2024,Backend API development,Python
24132,25511,Toptal,118.49,3,9/9/2020,Data analysis with Python,Power BI
24133,25512,Freelancer,203.44,4,7/6/2022,Data analysis with Python,Python
24134,25513,Fiverr,249.4,3,4/25/2022,Dashboard in Power BI,Python
24135,25514,PeoplePerHour,6.1,3,11/7/2023,ETL pipeline creation,Power BI
24136,25515,Freelancer,5.04,4,8/28/2020,Machine learning script,Power BI
24137,25516,Upwork,107.83,7,2/13/2023,Statistical data analysis,Python
24138,25517,PeoplePerHour,61.32,5,9/18/2020,Machine learning script,Tableau
24139,25518,Upwork,212.45,4,12/11/2020,Bug fixing and testing,Python
24140,25519,Fiverr,11.71,6,3/25/2022,Automated report building,R
24141,25521,Upwork,257.35,4,7/8/2020,Statistical data analysis,R
24142,25522,Toptal,27.67,5,10/19/2023,Automated report building,C++
24143,25523,Upwork,265.42,4,4/23/2021,Backend API development,Tableau
24144,25524,Freelancer,20.74,7,8/10/2022,Machine learning script,Power BI
24145,25525,Toptal,298.09,3,7/20/2020,Data visualization project,Power BI
24146,25526,Fiverr,197.3,6,7/10/2021,ETL pipeline creation,JavaScript
24147,25527,Upwork,68.42,3,9/16/2020,Web scraping service,Tableau
24148,25528,Upwork,203.77,3,9/11/2023,Bug fixing and testing,R
24149,25529,Fiverr,46.8,5,6/6/2024,Statistical data analysis,Power BI
24150,25530,Toptal,182.99,7,5/28/2024,Data analysis with Python,JavaScript
24151,25531,PeoplePerHour,293.89,6,6/28/2020,ETL pipeline creation,C++
24152,25532,Fiverr,21.12,3,2/12/2020,Automated report building,Tableau
24153,25533,Freelancer,109.55,3,6/28/2024,Bug fixing and testing,Excel
24154,25534,PeoplePerHour,127.28,6,12/3/2022,Web scraping service,R
24155,25536,Upwork,296.18,3,8/27/2021,Statistical data analysis,Excel
24156,25538,Fiverr,279.9,4,5/28/2020,Machine learning script,Python
24157,25539,Upwork,201.68,5,9/10/2021,Data visualization project,Power BI
24158,25540,PeoplePerHour,79.48,5,2/12/2020,Data analysis with Python,JavaScript
24159,25541,Upwork,165.13,5,6/5/2023,Dashboard in Power BI,Python
24160,25542,Fiverr,291.48,5,7/31/2023,ETL pipeline creation,R
24161,25544,PeoplePerHour,220.77,3,7/29/2024,ETL pipeline creation,C++
24162,25545,PeoplePerHour,238.73,5,5/11/2020,Bug fixing and testing,Tableau
24163,25547,Toptal,287.5,7,6/6/2023,Machine learning script,Tableau
24164,25548,Toptal,179.05,3,11/13/2023,ETL pipeline creation,JavaScript
24165,25549,Fiverr,12.51,3,3/24/2023,Backend API development,Excel
24166,25550,Toptal,14.87,4,7/7/2020,Web scraping service,Excel
24167,25551,Freelancer,91.24,6,8/7/2024,Data visualization project,R
24168,25552,Upwork,215.33,5,8/24/2020,Data analysis with Python,Excel
24169,25553,Fiverr,116.28,4,5/12/2022,Backend API development,R
24170,25554,Upwork,88.86,6,5/12/2020,Statistical data analysis,R
24171,25555,PeoplePerHour,209.26,7,3/30/2021,Data visualization project,Excel
24172,25556,Freelancer,121.03,6,10/7/2020,Automated report building,Tableau
24173,25557,PeoplePerHour,260.28,6,6/14/2022,Backend API development,SQL
24174,25558,Upwork,123.06,3,6/3/2020,Data visualization project,Excel
24175,25559,Toptal,47.29,5,12/10/2023,Data visualization project,Excel
24176,25560,PeoplePerHour,292.09,4,7/12/2021,Data analysis with Python,R
24177,25561,PeoplePerHour,231.32,3,7/16/2023,Backend API development,Power BI
24178,25562,Fiverr,123.36,4,12/6/2024,ETL pipeline creation,R
24179,25563,Toptal,41,5,10/13/2021,Backend API development,JavaScript
24180,25564,PeoplePerHour,200.32,7,4/17/2020,Data visualization project,Power BI
24181,25565,Toptal,84.39,6,7/16/2023,Backend API development,C++
24182,25566,Freelancer,220.44,6,8/3/2022,ETL pipeline creation,R
24183,25567,PeoplePerHour,55.9,5,10/5/2022,Backend API development,Excel
24184,25568,PeoplePerHour,31,3,5/3/2024,Dashboard in Power BI,C++
24185,25569,PeoplePerHour,19.47,4,11/5/2022,Data analysis with Python,Tableau
24186,25570,Fiverr,134.62,3,6/24/2021,Machine learning script,C++
24187,25571,Freelancer,25.4,5,8/10/2024,Automated report building,Power BI
24188,25572,Freelancer,206.09,3,6/27/2021,Data analysis with Python,SQL
24189,25573,Upwork,85.66,4,3/6/2021,Bug fixing and testing,JavaScript
24190,25574,Fiverr,238.39,6,3/4/2024,Web scraping service,Excel
24191,25575,Upwork,198.93,3,4/4/2024,Data analysis with Python,Python
24192,25576,PeoplePerHour,44.48,3,11/10/2022,Bug fixing and testing,C++
24193,25577,Freelancer,183.57,4,7/28/2024,Machine learning script,Excel
24194,25578,Fiverr,76.34,6,9/8/2020,Statistical data analysis,SQL
24195,25580,Fiverr,105.4,6,10/22/2023,Data analysis with Python,R
24196,25581,Fiverr,178.39,5,8/19/2023,Bug fixing and testing,Tableau
24197,25582,Upwork,90.25,5,3/10/2021,Automated report building,Power BI
24198,25583,Fiverr,45.55,6,5/31/2020,Statistical data analysis,Power BI
24199,25584,Fiverr,83.72,7,9/6/2021,Backend API development,JavaScript
24200,25585,Toptal,12.09,3,10/25/2022,Automated report building,JavaScript
24201,25586,Freelancer,293.2,6,5/25/2023,Statistical data analysis,C++
24202,25587,Toptal,198.03,5,2/21/2020,Statistical data analysis,Tableau
24203,25588,Upwork,298.63,7,6/3/2024,Machine learning script,Excel
24204,25589,Freelancer,23.59,5,9/4/2024,Web scraping service,JavaScript
24205,25590,Toptal,43.92,4,11/21/2024,Data analysis with Python,Excel
24206,25591,Toptal,228.76,4,6/23/2021,Backend API development,Power BI
24207,25592,PeoplePerHour,22.19,3,8/6/2020,ETL pipeline creation,JavaScript
24208,25593,Fiverr,14.1,4,4/16/2021,Backend API development,Excel
24209,25595,Upwork,93.97,4,2/16/2021,Machine learning script,R
24210,25596,PeoplePerHour,166.53,7,12/19/2022,Bug fixing and testing,Tableau
24211,25597,PeoplePerHour,79.84,6,6/18/2024,Bug fixing and testing,Tableau
24212,25598,Fiverr,74.7,6,9/11/2022,Web scraping service,Tableau
24213,25599,Upwork,69.09,6,9/22/2022,Bug fixing and testing,JavaScript
24214,25600,Toptal,161.34,7,5/1/2021,ETL pipeline creation,Power BI
24215,25601,Upwork,96.93,4,11/1/2020,Statistical data analysis,Python
24216,25602,Toptal,277.47,4,11/1/2020,Data visualization project,R
24217,25603,PeoplePerHour,282.54,4,10/25/2022,Machine learning script,R
24218,25604,PeoplePerHour,216.06,6,12/2/2023,Automated report building,SQL
24219,25605,Freelancer,128.45,3,4/6/2020,Statistical data analysis,SQL
24220,25606,Fiverr,136.49,7,8/3/2020,Machine learning script,Python
24221,25607,Freelancer,80.34,6,10/20/2022,Web scraping service,R
24222,25608,PeoplePerHour,208.98,7,1/13/2023,Dashboard in Power BI,JavaScript
24223,25609,Fiverr,219.24,5,1/25/2021,Dashboard in Power BI,SQL
24224,25610,Fiverr,228.33,3,1/23/2021,Data visualization project,Power BI
24225,25611,Upwork,2.96,5,12/8/2024,Machine learning script,Power BI
24226,25612,PeoplePerHour,157.57,5,7/2/2021,Statistical data analysis,R
24227,25613,Toptal,81.09,3,4/21/2021,ETL pipeline creation,C++
24228,25614,Upwork,99.81,3,2/13/2023,Data analysis with Python,Tableau
24229,25615,PeoplePerHour,215.42,5,7/23/2024,Automated report building,R
24230,25616,Freelancer,259.49,5,4/21/2024,Data analysis with Python,Python
24231,25618,Toptal,263,4,9/23/2020,Machine learning script,Excel
24232,25619,Upwork,48.51,5,12/4/2024,Web scraping service,Python
24233,25620,Toptal,70.32,6,7/18/2022,Statistical data analysis,Excel
24234,25621,Fiverr,60.08,6,11/9/2023,ETL pipeline creation,Excel
24235,25622,Freelancer,159.23,3,12/14/2021,Bug fixing and testing,R
24236,25623,Upwork,92.09,5,2/2/2020,Backend API development,R
24237,25624,PeoplePerHour,280.06,3,4/6/2021,Web scraping service,Power BI
24238,25625,Toptal,255.75,5,4/15/2024,Data visualization project,SQL
24239,25626,Toptal,43.15,4,12/25/2023,Data visualization project,Tableau
24240,25627,Toptal,104.4,5,11/30/2024,Web scraping service,Tableau
24241,25628,PeoplePerHour,38.25,5,1/14/2024,Automated report building,C++
24242,25629,Upwork,277.59,5,9/19/2021,Automated report building,JavaScript
24243,25630,Freelancer,236.12,5,12/19/2024,Bug fixing and testing,R
24244,25631,Freelancer,263.12,4,11/11/2022,Backend API development,Tableau
24245,25632,Freelancer,183.06,4,10/23/2023,ETL pipeline creation,SQL
24246,25633,Toptal,228.2,3,1/23/2021,Statistical data analysis,Excel
24247,25634,Freelancer,11.66,7,9/25/2023,Machine learning script,Tableau
24248,25635,Fiverr,299.04,6,5/9/2023,Data analysis with Python,R
24249,25637,Toptal,79.28,3,8/31/2022,Data visualization project,Excel
24250,25638,Upwork,223.54,5,7/13/2021,Machine learning script,Excel
24251,25639,Toptal,266.08,4,1/11/2021,Data visualization project,Power BI
24252,25640,Toptal,238.57,6,4/23/2020,Backend API development,Power BI
24253,25641,Toptal,219.23,6,6/27/2022,Automated report building,R
24254,25642,Freelancer,221.43,5,2/2/2024,Dashboard in Power BI,R
24255,25643,Toptal,57.33,5,1/26/2021,Data analysis with Python,SQL
24256,25644,Fiverr,256.63,6,12/2/2020,ETL pipeline creation,Power BI
24257,25645,Fiverr,111.07,4,7/6/2024,Data analysis with Python,Tableau
24258,25646,Upwork,98.72,7,2/20/2021,Backend API development,C++
24259,25647,Freelancer,25.84,3,2/1/2023,Dashboard in Power BI,R
24260,25649,Freelancer,132.16,4,8/9/2023,Dashboard in Power BI,Power BI
24261,25650,Toptal,139.65,7,10/11/2022,Machine learning script,Python
24262,25651,Freelancer,224.76,7,2/18/2022,Bug fixing and testing,Tableau
24263,25652,Fiverr,216.48,5,12/21/2024,Data visualization project,JavaScript
24264,25653,PeoplePerHour,276.95,4,12/3/2023,Data visualization project,Excel
24265,25654,Freelancer,81.41,4,1/15/2022,Dashboard in Power BI,Python
24266,25655,Upwork,153.74,4,3/3/2022,Backend API development,Power BI
24267,25656,Fiverr,141.06,5,4/28/2023,Backend API development,Python
24268,25657,PeoplePerHour,146.24,4,10/14/2022,Machine learning script,Tableau
24269,25658,Upwork,273.95,6,4/24/2020,Dashboard in Power BI,R
24270,25659,Upwork,86.97,3,2/18/2022,Bug fixing and testing,Python
24271,25661,Fiverr,28.17,5,9/14/2021,Machine learning script,Excel
24272,25662,Freelancer,295.4,5,4/26/2021,ETL pipeline creation,C++
24273,25664,Freelancer,174.2,7,11/22/2020,Dashboard in Power BI,Tableau
24274,25665,Upwork,185.59,3,8/4/2023,Web scraping service,Tableau
24275,25666,Freelancer,43.5,3,8/29/2020,Machine learning script,Tableau
24276,25667,Upwork,152.84,5,5/18/2024,Web scraping service,SQL
24277,25668,Fiverr,128.08,5,4/6/2022,Backend API development,JavaScript
24278,25669,Freelancer,29.92,5,3/14/2021,Statistical data analysis,R
24279,25670,PeoplePerHour,56.98,7,6/1/2023,Backend API development,C++
24280,25671,Toptal,142.82,3,4/26/2021,Automated report building,C++
24281,25672,Freelancer,252.21,3,6/8/2022,Statistical data analysis,Power BI
24282,25673,PeoplePerHour,138.92,5,11/30/2021,Dashboard in Power BI,Tableau
24283,25675,PeoplePerHour,181.9,7,9/3/2020,Machine learning script,SQL
24284,25676,Upwork,192.17,5,10/13/2024,Automated report building,SQL
24285,25677,PeoplePerHour,39.41,5,7/3/2021,Automated report building,C++
24286,25678,PeoplePerHour,251.59,7,7/21/2021,Bug fixing and testing,Python
24287,25679,Fiverr,65.99,7,9/9/2023,Statistical data analysis,Excel
24288,25680,Upwork,158.78,5,9/24/2022,Data analysis with Python,R
24289,25681,Upwork,45.23,5,10/8/2020,Dashboard in Power BI,Python
24290,25682,Freelancer,25.94,3,7/23/2020,Data visualization project,R
24291,25683,PeoplePerHour,169.78,3,10/24/2021,Backend API development,SQL
24292,25684,Toptal,94.43,7,7/15/2021,Bug fixing and testing,JavaScript
24293,25685,PeoplePerHour,150.37,4,5/28/2024,Backend API development,C++
24294,25687,Fiverr,18.01,5,5/12/2020,ETL pipeline creation,Excel
24295,25688,PeoplePerHour,242.2,4,8/20/2021,Backend API development,Excel
24296,25690,PeoplePerHour,204.38,4,5/4/2024,ETL pipeline creation,SQL
24297,25691,Fiverr,215.18,3,11/14/2024,Backend API development,Excel
24298,25692,Upwork,214.85,3,9/12/2022,Web scraping service,SQL
24299,25693,Toptal,181.23,4,5/31/2020,Data analysis with Python,Tableau
24300,25694,Upwork,153.89,4,1/27/2023,Data analysis with Python,Excel
24301,25695,PeoplePerHour,211.94,6,1/30/2020,Bug fixing and testing,R
24302,25696,PeoplePerHour,278.83,3,5/19/2023,Dashboard in Power BI,SQL
24303,25697,Toptal,58.89,4,5/30/2020,Backend API development,Power BI
24304,25698,Fiverr,97.06,7,8/25/2021,ETL pipeline creation,R
24305,25699,Toptal,134.86,3,10/28/2020,Bug fixing and testing,Python
24306,25700,Toptal,3.91,5,6/2/2021,Bug fixing and testing,Tableau
24307,25701,Freelancer,57.67,4,7/25/2024,Dashboard in Power BI,JavaScript
24308,25702,Freelancer,93.24,7,11/20/2021,Data visualization project,Excel
24309,25704,Upwork,85.24,3,8/30/2023,Automated report building,Tableau
24310,25705,PeoplePerHour,139.68,7,10/20/2024,Automated report building,Tableau
24311,25707,Toptal,33.26,4,5/25/2022,Data visualization project,Python
24312,25708,Toptal,18.59,6,5/4/2021,Bug fixing and testing,Excel
24313,25709,PeoplePerHour,54.04,7,11/10/2021,Bug fixing and testing,Power BI
24314,25711,PeoplePerHour,21.55,7,6/1/2021,Dashboard in Power BI,JavaScript
24315,25712,Upwork,200.3,5,12/27/2024,Backend API development,SQL
24316,25713,Upwork,234.95,7,8/8/2021,Data visualization project,R
24317,25714,Toptal,159.53,3,7/17/2024,Statistical data analysis,Python
24318,25715,Upwork,237.05,3,8/9/2023,Automated report building,SQL
24319,25716,Fiverr,18.61,6,4/16/2023,Dashboard in Power BI,SQL
24320,25717,Fiverr,297.89,5,5/2/2022,Dashboard in Power BI,SQL
