choice_id,Question_id,Choice,location
2312,865,Choice D for Q865,D
2313,866,Choice A for Q866,A
2314,866,Choice B for Q866,B
2315,866,Choice C for Q866,C
2316,866,Choice D for Q866,D
2317,867,True,A
2318,867,False,B
2319,868,Choice A for Q868,A
2320,868,Choice B for Q868,B
2321,868,Choice C for Q868,C
2322,868,Choice D for Q868,D
2323,869,True,A
2324,869,False,B
2325,870,True,A
2326,870,False,B
2327,871,Choice A for Q871,A
2328,871,Choice B for Q871,B
2329,871,Choice C for Q871,C
2330,871,Choice D for Q871,D
2331,872,Choice A for Q872,A
2332,872,Choice B for Q872,B
2333,872,Choice C for Q872,C
2334,872,Choice D for Q872,D
2335,873,True,A
2336,873,False,B
2337,874,True,A
2338,874,False,B
2339,875,True,A
2340,875,False,B
2341,876,True,A
2342,876,False,B
2343,877,Choice A for Q877,A
2344,877,Choice B for Q877,B
2345,877,Choice C for Q877,C
2346,877,Choice D for Q877,D
2347,878,True,A
2348,878,False,B
2349,879,True,A
2350,879,False,B
2351,880,True,A
2352,880,False,B
2353,881,Choice A for Q881,A
2354,881,Choice B for Q881,B
2355,881,Choice C for Q881,C
2356,881,Choice D for Q881,D
2357,882,True,A
2358,882,False,B
2359,883,True,A
2360,883,False,B
2361,884,Choice A for Q884,A
2362,884,Choice B for Q884,B
2363,884,Choice C for Q884,C
2364,884,Choice D for Q884,D
2365,885,True,A
2366,885,False,B
2367,886,True,A
2368,886,False,B
2369,887,True,A
2370,887,False,B
2371,888,Choice A for Q888,A
2372,888,Choice B for Q888,B
2373,888,Choice C for Q888,C
2374,888,Choice D for Q888,D
2375,889,True,A
2376,889,False,B
2377,890,Choice A for Q890,A
2378,890,Choice B for Q890,B
2379,890,Choice C for Q890,C
2380,890,Choice D for Q890,D
2381,891,True,A
2382,891,False,B
2383,892,Choice A for Q892,A
2384,892,Choice B for Q892,B
2385,892,Choice C for Q892,C
2386,892,Choice D for Q892,D
2387,893,Choice A for Q893,A
2388,893,Choice B for Q893,B
2389,893,Choice C for Q893,C
2390,893,Choice D for Q893,D
2391,894,Choice A for Q894,A
2392,894,Choice B for Q894,B
2393,894,Choice C for Q894,C
2394,894,Choice D for Q894,D
2395,895,True,A
2396,895,False,B
2397,896,Choice A for Q896,A
2398,896,Choice B for Q896,B
2399,896,Choice C for Q896,C
2400,896,Choice D for Q896,D
2401,897,Choice A for Q897,A
2402,897,Choice B for Q897,B
2403,897,Choice C for Q897,C
2404,897,Choice D for Q897,D
2405,898,True,A
2406,898,False,B
2407,899,True,A
2408,899,False,B
2409,900,True,A
2410,900,False,B
2411,901,True,A
2412,901,False,B
2413,902,True,A
2414,902,False,B
2415,903,True,A
2416,903,False,B
2417,904,True,A
2418,904,False,B
2419,905,Choice A for Q905,A
2420,905,Choice B for Q905,B
2421,905,Choice C for Q905,C
2422,905,Choice D for Q905,D
2423,906,True,A
2424,906,False,B
2425,907,Choice A for Q907,A
2426,907,Choice B for Q907,B
2427,907,Choice C for Q907,C
2428,907,Choice D for Q907,D
2429,908,True,A
2430,908,False,B
2431,909,True,A
2432,909,False,B
2433,910,True,A
2434,910,False,B
2435,911,True,A
2436,911,False,B
2437,912,True,A
2438,912,False,B
2439,913,Choice A for Q913,A
2440,913,Choice B for Q913,B
2441,913,Choice C for Q913,C
2442,913,Choice D for Q913,D
2443,914,True,A
2444,914,False,B
2445,915,Choice A for Q915,A
2446,915,Choice B for Q915,B
2447,915,Choice C for Q915,C
2448,915,Choice D for Q915,D
2449,916,True,A
2450,916,False,B
2451,917,True,A
2452,917,False,B
2453,918,True,A
2454,918,False,B
2455,919,True,A
2456,919,False,B
2457,920,Choice A for Q920,A
2458,920,Choice B for Q920,B
2459,920,Choice C for Q920,C
2460,920,Choice D for Q920,D
2461,921,Choice A for Q921,A
2462,921,Choice B for Q921,B
2463,921,Choice C for Q921,C
2464,921,Choice D for Q921,D
2465,922,Choice A for Q922,A
2466,922,Choice B for Q922,B
2467,922,Choice C for Q922,C
2468,922,Choice D for Q922,D
2469,923,True,A
2470,923,False,B
2471,924,True,A
2472,924,False,B
2473,925,True,A
2474,925,False,B
2475,926,Choice A for Q926,A
2476,926,Choice B for Q926,B
2477,926,Choice C for Q926,C
2478,926,Choice D for Q926,D
2479,927,True,A
2480,927,False,B
2481,928,True,A
2482,928,False,B
2483,929,True,A
2484,929,False,B
2485,930,Choice A for Q930,A
2486,930,Choice B for Q930,B
2487,930,Choice C for Q930,C
2488,930,Choice D for Q930,D
2489,931,True,A
2490,931,False,B
2491,932,True,A
2492,932,False,B
2493,933,Choice A for Q933,A
2494,933,Choice B for Q933,B
2495,933,Choice C for Q933,C
2496,933,Choice D for Q933,D
2497,934,True,A
2498,934,False,B
2499,935,True,A
2500,935,False,B
2501,936,True,A
2502,936,False,B
2503,937,True,A
2504,937,False,B
2505,938,True,A
2506,938,False,B
2507,939,True,A
2508,939,False,B
2509,940,Choice A for Q940,A
2510,940,Choice B for Q940,B
2511,940,Choice C for Q940,C
2512,940,Choice D for Q940,D
2513,941,Choice A for Q941,A
2514,941,Choice B for Q941,B
2515,941,Choice C for Q941,C
2516,941,Choice D for Q941,D
2517,942,True,A
2518,942,False,B
2519,943,Choice A for Q943,A
2520,943,Choice B for Q943,B
2521,943,Choice C for Q943,C
2522,943,Choice D for Q943,D
2523,944,True,A
2524,944,False,B
2525,945,True,A
2526,945,False,B
2527,946,Choice A for Q946,A
2528,946,Choice B for Q946,B
2529,946,Choice C for Q946,C
2530,946,Choice D for Q946,D
2531,947,True,A
2532,947,False,B
2533,948,Choice A for Q948,A
2534,948,Choice B for Q948,B
2535,948,Choice C for Q948,C
2536,948,Choice D for Q948,D
2537,949,True,A
2538,949,False,B
2539,950,True,A
2540,950,False,B
2541,951,Choice A for Q951,A
2542,951,Choice B for Q951,B
2543,951,Choice C for Q951,C
2544,951,Choice D for Q951,D
2545,952,True,A
2546,952,False,B
2547,953,True,A
2548,953,False,B
2549,954,True,A
2550,954,False,B
2551,955,Choice A for Q955,A
2552,955,Choice B for Q955,B
2553,955,Choice C for Q955,C
2554,955,Choice D for Q955,D
2555,956,Choice A for Q956,A
2556,956,Choice B for Q956,B
2557,956,Choice C for Q956,C
2558,956,Choice D for Q956,D
2559,957,True,A
2560,957,False,B
2561,958,True,A
2562,958,False,B
2563,959,True,A
2564,959,False,B
2565,960,True,A
2566,960,False,B
2567,961,True,A
2568,961,False,B
2569,962,True,A
2570,962,False,B
2571,963,True,A
2572,963,False,B
2573,964,Choice A for Q964,A
2574,964,Choice B for Q964,B
2575,964,Choice C for Q964,C
2576,964,Choice D for Q964,D
2577,965,True,A
2578,965,False,B
2579,966,True,A
2580,966,False,B
2581,967,Choice A for Q967,A
2582,967,Choice B for Q967,B
2583,967,Choice C for Q967,C
2584,967,Choice D for Q967,D
2585,968,True,A
2586,968,False,B
2587,969,True,A
2588,969,False,B
2589,970,True,A
2590,970,False,B
2591,971,True,A
2592,971,False,B
2593,972,True,A
2594,972,False,B
2595,973,True,A
2596,973,False,B
2597,974,Choice A for Q974,A
2598,974,Choice B for Q974,B
2599,974,Choice C for Q974,C
2600,974,Choice D for Q974,D
2601,975,True,A
2602,975,False,B
2603,976,True,A
2604,976,False,B
2605,977,Choice A for Q977,A
2606,977,Choice B for Q977,B
2607,977,Choice C for Q977,C
2608,977,Choice D for Q977,D
2609,978,True,A
2610,978,False,B
2611,979,Choice A for Q979,A
2612,979,Choice B for Q979,B
2613,979,Choice C for Q979,C
2614,979,Choice D for Q979,D
2615,980,Choice A for Q980,A
2616,980,Choice B for Q980,B
2617,980,Choice C for Q980,C
2618,980,Choice D for Q980,D
2619,981,True,A
2620,981,False,B
2621,982,Choice A for Q982,A
2622,982,Choice B for Q982,B
2623,982,Choice C for Q982,C
2624,982,Choice D for Q982,D
2625,983,True,A
2626,983,False,B
2627,984,True,A
2628,984,False,B
2629,985,True,A
2630,985,False,B
2631,986,True,A
2632,986,False,B
2633,987,True,A
2634,987,False,B
2635,988,True,A
2636,988,False,B
2637,989,Choice A for Q989,A
2638,989,Choice B for Q989,B
2639,989,Choice C for Q989,C
2640,989,Choice D for Q989,D
2641,990,Choice A for Q990,A
2642,990,Choice B for Q990,B
2643,990,Choice C for Q990,C
2644,990,Choice D for Q990,D
2645,991,True,A
2646,991,False,B
2647,992,True,A
2648,992,False,B
2649,993,True,A
2650,993,False,B
2651,994,True,A
2652,994,False,B
2653,995,True,A
2654,995,False,B
2655,996,True,A
2656,996,False,B
2657,997,True,A
2658,997,False,B
2659,998,True,A
2660,998,False,B
2661,999,True,A
2662,999,False,B
2663,1000,True,A
2664,1000,False,B
2665,1001,True,A
2666,1001,False,B
2667,1002,True,A
2668,1002,False,B
2669,1003,True,A
2670,1003,False,B
2671,1004,True,A
2672,1004,False,B
2673,1005,True,A
2674,1005,False,B
2675,1006,Choice A for Q1006,A
2676,1006,Choice B for Q1006,B
2677,1006,Choice C for Q1006,C
2678,1006,Choice D for Q1006,D
2679,1007,True,A
2680,1007,False,B
2681,1008,Choice A for Q1008,A
2682,1008,Choice B for Q1008,B
2683,1008,Choice C for Q1008,C
2684,1008,Choice D for Q1008,D
2685,1009,Choice A for Q1009,A
2686,1009,Choice B for Q1009,B
2687,1009,Choice C for Q1009,C
2688,1009,Choice D for Q1009,D
2689,1010,Choice A for Q1010,A
2690,1010,Choice B for Q1010,B
2691,1010,Choice C for Q1010,C
2692,1010,Choice D for Q1010,D
2693,1011,Choice A for Q1011,A
2694,1011,Choice B for Q1011,B
2695,1011,Choice C for Q1011,C
2696,1011,Choice D for Q1011,D
2697,1012,True,A
2698,1012,False,B
2699,1013,True,A
2700,1013,False,B
2701,1014,Choice A for Q1014,A
2702,1014,Choice B for Q1014,B
2703,1014,Choice C for Q1014,C
2704,1014,Choice D for Q1014,D
2705,1015,True,A
2706,1015,False,B
2707,1016,Choice A for Q1016,A
2708,1016,Choice B for Q1016,B
2709,1016,Choice C for Q1016,C
2710,1016,Choice D for Q1016,D
2711,1017,True,A
2712,1017,False,B
2713,1018,True,A
2714,1018,False,B
2715,1019,Choice A for Q1019,A
2716,1019,Choice B for Q1019,B
2717,1019,Choice C for Q1019,C
2718,1019,Choice D for Q1019,D
2719,1020,True,A
2720,1020,False,B
2721,1021,Choice A for Q1021,A
2722,1021,Choice B for Q1021,B
2723,1021,Choice C for Q1021,C
2724,1021,Choice D for Q1021,D
2725,1022,Choice A for Q1022,A
2726,1022,Choice B for Q1022,B
2727,1022,Choice C for Q1022,C
2728,1022,Choice D for Q1022,D
2729,1023,True,A
2730,1023,False,B
2731,1024,True,A
2732,1024,False,B
2733,1025,True,A
2734,1025,False,B
2735,1026,Choice A for Q1026,A
2736,1026,Choice B for Q1026,B
2737,1026,Choice C for Q1026,C
2738,1026,Choice D for Q1026,D
2739,1027,True,A
2740,1027,False,B
2741,1028,True,A
2742,1028,False,B
2743,1029,True,A
2744,1029,False,B
2745,1030,Choice A for Q1030,A
2746,1030,Choice B for Q1030,B
2747,1030,Choice C for Q1030,C
2748,1030,Choice D for Q1030,D
2749,1031,True,A
2750,1031,False,B
2751,1032,True,A
2752,1032,False,B
2753,1033,Choice A for Q1033,A
2754,1033,Choice B for Q1033,B
2755,1033,Choice C for Q1033,C
2756,1033,Choice D for Q1033,D
2757,1034,True,A
2758,1034,False,B
2759,1035,True,A
2760,1035,False,B
2761,1036,Choice A for Q1036,A
2762,1036,Choice B for Q1036,B
2763,1036,Choice C for Q1036,C
2764,1036,Choice D for Q1036,D
2765,1037,Choice A for Q1037,A
2766,1037,Choice B for Q1037,B
2767,1037,Choice C for Q1037,C
2768,1037,Choice D for Q1037,D
2769,1038,True,A
2770,1038,False,B
2771,1039,True,A
2772,1039,False,B
2773,1040,True,A
2774,1040,False,B
2775,1041,True,A
2776,1041,False,B
2777,1042,True,A
2778,1042,False,B
2779,1043,True,A
2780,1043,False,B
2781,1044,True,A
2782,1044,False,B
2783,1045,True,A
2784,1045,False,B
2785,1046,Choice A for Q1046,A
2786,1046,Choice B for Q1046,B
2787,1046,Choice C for Q1046,C
2788,1046,Choice D for Q1046,D
2789,1047,Choice A for Q1047,A
2790,1047,Choice B for Q1047,B
2791,1047,Choice C for Q1047,C
2792,1047,Choice D for Q1047,D
2793,1048,True,A
2794,1048,False,B
2795,1049,True,A
2796,1049,False,B
2797,1050,True,A
2798,1050,False,B
2799,1051,True,A
2800,1051,False,B
2801,1052,True,A
2802,1052,False,B
2803,1053,True,A
2804,1053,False,B
2805,1054,True,A
2806,1054,False,B
2807,1055,Choice A for Q1055,A
2808,1055,Choice B for Q1055,B
2809,1055,Choice C for Q1055,C
2810,1055,Choice D for Q1055,D
2811,1056,True,A
2812,1056,False,B
2813,1057,Choice A for Q1057,A
2814,1057,Choice B for Q1057,B
2815,1057,Choice C for Q1057,C
2816,1057,Choice D for Q1057,D
2817,1058,Choice A for Q1058,A
2818,1058,Choice B for Q1058,B
2819,1058,Choice C for Q1058,C
2820,1058,Choice D for Q1058,D
2821,1059,True,A
2822,1059,False,B
2823,1060,Choice A for Q1060,A
2824,1060,Choice B for Q1060,B
2825,1060,Choice C for Q1060,C
2826,1060,Choice D for Q1060,D
2827,1061,True,A
2828,1061,False,B
2829,1062,Choice A for Q1062,A
2830,1062,Choice B for Q1062,B
2831,1062,Choice C for Q1062,C
2832,1062,Choice D for Q1062,D
2833,1063,Choice A for Q1063,A
2834,1063,Choice B for Q1063,B
2835,1063,Choice C for Q1063,C
2836,1063,Choice D for Q1063,D
2837,1064,Choice A for Q1064,A
2838,1064,Choice B for Q1064,B
2839,1064,Choice C for Q1064,C
2840,1064,Choice D for Q1064,D
2841,1065,True,A
2842,1065,False,B
2843,1066,True,A
2844,1066,False,B
2845,1067,Choice A for Q1067,A
2846,1067,Choice B for Q1067,B
2847,1067,Choice C for Q1067,C
2848,1067,Choice D for Q1067,D
2849,1068,Choice A for Q1068,A
2850,1068,Choice B for Q1068,B
2851,1068,Choice C for Q1068,C
2852,1068,Choice D for Q1068,D
2853,1069,True,A
2854,1069,False,B
2855,1070,True,A
2856,1070,False,B
2857,1071,True,A
2858,1071,False,B
2859,1072,True,A
2860,1072,False,B
2861,1073,Choice A for Q1073,A
2862,1073,Choice B for Q1073,B
2863,1073,Choice C for Q1073,C
2864,1073,Choice D for Q1073,D
2865,1074,Choice A for Q1074,A
2866,1074,Choice B for Q1074,B
2867,1074,Choice C for Q1074,C
2868,1074,Choice D for Q1074,D
2869,1075,True,A
2870,1075,False,B
2871,1076,Choice A for Q1076,A
2872,1076,Choice B for Q1076,B
2873,1076,Choice C for Q1076,C
2874,1076,Choice D for Q1076,D
2875,1077,True,A
2876,1077,False,B
2877,1078,True,A
2878,1078,False,B
2879,1079,True,A
2880,1079,False,B
2881,1080,True,A
2882,1080,False,B
2883,1081,Choice A for Q1081,A
2884,1081,Choice B for Q1081,B
2885,1081,Choice C for Q1081,C
2886,1081,Choice D for Q1081,D
2887,1082,True,A
2888,1082,False,B
2889,1083,Choice A for Q1083,A
2890,1083,Choice B for Q1083,B
2891,1083,Choice C for Q1083,C
2892,1083,Choice D for Q1083,D
2893,1084,True,A
2894,1084,False,B
2895,1085,Choice A for Q1085,A
2896,1085,Choice B for Q1085,B
2897,1085,Choice C for Q1085,C
2898,1085,Choice D for Q1085,D
2899,1086,Choice A for Q1086,A
2900,1086,Choice B for Q1086,B
2901,1086,Choice C for Q1086,C
2902,1086,Choice D for Q1086,D
2903,1087,True,A
2904,1087,False,B
2905,1088,Choice A for Q1088,A
2906,1088,Choice B for Q1088,B
2907,1088,Choice C for Q1088,C
2908,1088,Choice D for Q1088,D
2909,1089,Choice A for Q1089,A
2910,1089,Choice B for Q1089,B
2911,1089,Choice C for Q1089,C
2912,1089,Choice D for Q1089,D
2913,1090,Choice A for Q1090,A
2914,1090,Choice B for Q1090,B
2915,1090,Choice C for Q1090,C
2916,1090,Choice D for Q1090,D
2917,1091,Choice A for Q1091,A
2918,1091,Choice B for Q1091,B
2919,1091,Choice C for Q1091,C
2920,1091,Choice D for Q1091,D
2921,1092,Choice A for Q1092,A
2922,1092,Choice B for Q1092,B
2923,1092,Choice C for Q1092,C
2924,1092,Choice D for Q1092,D
2925,1093,Choice A for Q1093,A
2926,1093,Choice B for Q1093,B
2927,1093,Choice C for Q1093,C
2928,1093,Choice D for Q1093,D
2929,1094,Choice A for Q1094,A
2930,1094,Choice B for Q1094,B
2931,1094,Choice C for Q1094,C
2932,1094,Choice D for Q1094,D
2933,1095,True,A
2934,1095,False,B
2935,1096,Choice A for Q1096,A
2936,1096,Choice B for Q1096,B
2937,1096,Choice C for Q1096,C
2938,1096,Choice D for Q1096,D
2939,1097,Choice A for Q1097,A
2940,1097,Choice B for Q1097,B
2941,1097,Choice C for Q1097,C
2942,1097,Choice D for Q1097,D
2943,1098,True,A
2944,1098,False,B
2945,1099,Choice A for Q1099,A
2946,1099,Choice B for Q1099,B
2947,1099,Choice C for Q1099,C
2948,1099,Choice D for Q1099,D
2949,1100,Choice A for Q1100,A
2950,1100,Choice B for Q1100,B
2951,1100,Choice C for Q1100,C
2952,1100,Choice D for Q1100,D
2953,1101,True,A
2954,1101,False,B
2955,1102,Choice A for Q1102,A
2956,1102,Choice B for Q1102,B
2957,1102,Choice C for Q1102,C
2958,1102,Choice D for Q1102,D
2959,1103,True,A
2960,1103,False,B
2961,1104,Choice A for Q1104,A
2962,1104,Choice B for Q1104,B
2963,1104,Choice C for Q1104,C
2964,1104,Choice D for Q1104,D
2965,1105,True,A
2966,1105,False,B
2967,1106,True,A
2968,1106,False,B
2969,1107,True,A
2970,1107,False,B
2971,1108,True,A
2972,1108,False,B
2973,1109,Choice A for Q1109,A
2974,1109,Choice B for Q1109,B
2975,1109,Choice C for Q1109,C
2976,1109,Choice D for Q1109,D
2977,1110,True,A
2978,1110,False,B
2979,1111,True,A
2980,1111,False,B
2981,1112,True,A
2982,1112,False,B
2983,1113,True,A
2984,1113,False,B
2985,1114,True,A
2986,1114,False,B
2987,1115,True,A
2988,1115,False,B
2989,1116,True,A
2990,1116,False,B
2991,1117,True,A
2992,1117,False,B
2993,1118,Choice A for Q1118,A
2994,1118,Choice B for Q1118,B
2995,1118,Choice C for Q1118,C
2996,1118,Choice D for Q1118,D
2997,1119,True,A
2998,1119,False,B
2999,1120,True,A
3000,1120,False,B
3001,1121,True,A
3002,1121,False,B
3003,1122,True,A
3004,1122,False,B
3005,1123,True,A
3006,1123,False,B
3007,1124,True,A
3008,1124,False,B
3009,1125,Choice A for Q1125,A
3010,1125,Choice B for Q1125,B
3011,1125,Choice C for Q1125,C
3012,1125,Choice D for Q1125,D
3013,1126,True,A
3014,1126,False,B
3015,1127,True,A
3016,1127,False,B
3017,1128,Choice A for Q1128,A
3018,1128,Choice B for Q1128,B
3019,1128,Choice C for Q1128,C
3020,1128,Choice D for Q1128,D
3021,1129,True,A
3022,1129,False,B
3023,1130,True,A
3024,1130,False,B
3025,1131,True,A
3026,1131,False,B
3027,1132,Choice A for Q1132,A
3028,1132,Choice B for Q1132,B
3029,1132,Choice C for Q1132,C
3030,1132,Choice D for Q1132,D
3031,1133,True,A
3032,1133,False,B
3033,1134,True,A
3034,1134,False,B
3035,1135,True,A
3036,1135,False,B
3037,1136,True,A
3038,1136,False,B
3039,1137,True,A
3040,1137,False,B
3041,1138,True,A
3042,1138,False,B
3043,1139,True,A
3044,1139,False,B
3045,1140,True,A
3046,1140,False,B
3047,1141,True,A
3048,1141,False,B
3049,1142,True,A
3050,1142,False,B
3051,1143,True,A
3052,1143,False,B
3053,1144,True,A
3054,1144,False,B
3055,1145,True,A
3056,1145,False,B
3057,1146,True,A
3058,1146,False,B
3059,1147,True,A
3060,1147,False,B
3061,1148,Choice A for Q1148,A
3062,1148,Choice B for Q1148,B
3063,1148,Choice C for Q1148,C
3064,1148,Choice D for Q1148,D
3065,1149,True,A
3066,1149,False,B
3067,1150,True,A
3068,1150,False,B
3069,1151,True,A
3070,1151,False,B
3071,1152,Choice A for Q1152,A
3072,1152,Choice B for Q1152,B
3073,1152,Choice C for Q1152,C
3074,1152,Choice D for Q1152,D
3075,1153,True,A
3076,1153,False,B
3077,1154,Choice A for Q1154,A
3078,1154,Choice B for Q1154,B
3079,1154,Choice C for Q1154,C
3080,1154,Choice D for Q1154,D
3081,1155,True,A
3082,1155,False,B
3083,1156,True,A
3084,1156,False,B
3085,1157,True,A
3086,1157,False,B
3087,1158,True,A
3088,1158,False,B
3089,1159,True,A
3090,1159,False,B
3091,1160,True,A
3092,1160,False,B
3093,1161,Choice A for Q1161,A
3094,1161,Choice B for Q1161,B
3095,1161,Choice C for Q1161,C
3096,1161,Choice D for Q1161,D
3097,1162,Choice A for Q1162,A
3098,1162,Choice B for Q1162,B
3099,1162,Choice C for Q1162,C
3100,1162,Choice D for Q1162,D
3101,1163,True,A
3102,1163,False,B
3103,1164,True,A
3104,1164,False,B
3105,1165,True,A
3106,1165,False,B
3107,1166,True,A
3108,1166,False,B
3109,1167,True,A
3110,1167,False,B
3111,1168,True,A
3112,1168,False,B
3113,1169,Choice A for Q1169,A
3114,1169,Choice B for Q1169,B
3115,1169,Choice C for Q1169,C
3116,1169,Choice D for Q1169,D
3117,1170,Choice A for Q1170,A
3118,1170,Choice B for Q1170,B
3119,1170,Choice C for Q1170,C
3120,1170,Choice D for Q1170,D
3121,1171,True,A
3122,1171,False,B
3123,1172,True,A
3124,1172,False,B
3125,1173,Choice A for Q1173,A
3126,1173,Choice B for Q1173,B
3127,1173,Choice C for Q1173,C
3128,1173,Choice D for Q1173,D
3129,1174,Choice A for Q1174,A
3130,1174,Choice B for Q1174,B
3131,1174,Choice C for Q1174,C
3132,1174,Choice D for Q1174,D
3133,1175,True,A
3134,1175,False,B
3135,1176,Choice A for Q1176,A
3136,1176,Choice B for Q1176,B
3137,1176,Choice C for Q1176,C
3138,1176,Choice D for Q1176,D
3139,1177,True,A
3140,1177,False,B
3141,1178,True,A
3142,1178,False,B
3143,1179,Choice A for Q1179,A
3144,1179,Choice B for Q1179,B
3145,1179,Choice C for Q1179,C
3146,1179,Choice D for Q1179,D
3147,1180,True,A
3148,1180,False,B
3149,1181,True,A
3150,1181,False,B
3151,1182,True,A
3152,1182,False,B
3153,1183,True,A
3154,1183,False,B
3155,1184,True,A
3156,1184,False,B
3157,1185,True,A
3158,1185,False,B
3159,1186,True,A
3160,1186,False,B
3161,1187,Choice A for Q1187,A
3162,1187,Choice B for Q1187,B
3163,1187,Choice C for Q1187,C
3164,1187,Choice D for Q1187,D
3165,1188,Choice A for Q1188,A
3166,1188,Choice B for Q1188,B
3167,1188,Choice C for Q1188,C
3168,1188,Choice D for Q1188,D
3169,1189,True,A
3170,1189,False,B
3171,1190,True,A
3172,1190,False,B
3173,1191,True,A
3174,1191,False,B
3175,1192,True,A
3176,1192,False,B
3177,1193,Choice A for Q1193,A
3178,1193,Choice B for Q1193,B
3179,1193,Choice C for Q1193,C
3180,1193,Choice D for Q1193,D
3181,1194,Choice A for Q1194,A
3182,1194,Choice B for Q1194,B
3183,1194,Choice C for Q1194,C
3184,1194,Choice D for Q1194,D
3185,1195,True,A
3186,1195,False,B
3187,1196,True,A
3188,1196,False,B
3189,1197,True,A
3190,1197,False,B
3191,1198,True,A
3192,1198,False,B
3193,1199,Choice A for Q1199,A
3194,1199,Choice B for Q1199,B
3195,1199,Choice C for Q1199,C
3196,1199,Choice D for Q1199,D
3197,1200,Choice A for Q1200,A
3198,1200,Choice B for Q1200,B
3199,1200,Choice C for Q1200,C
3200,1200,Choice D for Q1200,D
